case_id,gender,age,height_cm,weight_kg,bodyfat_percent,activity_level,goal_type,goal_delta_kg,goal_time_weeks,plan_id
784b4e89-b3af-4ece-983f-5221ab46bfd1,female,36,181,61.0,20.2,5,lose,-7,6,cde64a97-83d8-4972-a192-d6a7cbbdd6c0
377e9b10-a771-40ab-93ae-3b93e63a6b62,female,56,170,100.6,19.2,3,lose,-3,5,d559d66f-d887-4b7f-92dd-91d0fc285e47
b297ad3b-5b72-4925-865a-cfe01c49ba51,male,27,165,60.8,10.8,1,maintain,0,14,26aeda80-0496-42ac-873a-ecdbaeff07a1
30cd3810-03d4-406e-9c9d-7dbf8640ef6f,female,21,185,87.7,15.2,4,lose,-4,6,2c2ade04-e444-4572-ac9b-298475e4e52a
3dc8ac29-e50d-4121-9a74-4ef3f4d2c0f6,male,36,175,105.7,25.1,5,maintain,0,16,cfb291ad-262e-45af-9ba0-de29e55d57a8
8b2a4928-f9ad-4eb7-bf42-e7df8b54c20f,male,58,174,68.8,20.0,2,lose,-4,15,b0f0a3cd-c258-4295-991a-d306b83f0421
ebfc1ea9-ce5d-4685-a565-bb7a7e6c1f0b,female,53,186,73.5,26.0,2,lose,-5,13,b44f66c0-7591-499d-bfac-d4277a0f74ed
de291d6b-4a5a-47b9-aa73-f15d6c0ec65b,male,46,159,78.4,10.5,5,gain,8,5,d0ed3d21-7203-4089-aa8f-ce0c31ef262f
0bf66674-3634-4b8e-a40c-d3d2cd6317b7,male,40,190,88.1,27.3,2,gain,5,6,e538130e-670a-4cfe-8cae-e7b63463b7f1
74cb4f06-e510-44ce-85c0-f35f66095158,female,37,183,84.5,12.8,4,gain,2,9,d96cce45-264a-4070-b820-33b7a61c3fff
b003d61e-7d74-48d5-acc9-323d0279718c,female,25,180,51.3,15.1,4,lose,-6,9,212a70f9-a8f4-4581-994f-044bcab8d6d8
2820c311-8e58-4efe-ad82-1bcce51c0e26,male,18,174,82.8,21.2,4,maintain,0,8,3be7a272-4cda-46e2-9e88-d4f67e465b1c
18df2575-7bc8-4ac7-9e4b-8431e4062308,female,60,161,66.2,16.5,3,gain,4,7,74cf252c-23eb-4cfd-963d-a0874c033a62
5322132b-a440-4b34-8a0e-353e9773e591,male,31,178,86.8,29.9,2,lose,-5,11,b759edb4-e673-421f-862a-2dddb7e2b31f
d62b67bc-8839-4192-a6bb-ae55eda22ddd,female,51,161,91.4,26.6,3,gain,8,11,a0ea8cbd-c177-4cfd-9328-dcb41dd6c0e1
43e2508b-f2ab-4fb2-98a0-74243322757b,male,23,152,94.1,19.4,3,gain,3,15,b2951d68-69df-40d3-9c16-98bb4bfe8868
7e3bc3a7-8f44-48e3-937e-09f2e59fb219,female,36,196,99.9,13.7,3,lose,-4,4,2af87ce2-fbe1-4b33-b716-0828a06e3a19
8d5bae53-b936-4866-8bbc-1b0ab844f232,female,40,198,76.1,27.0,2,maintain,0,10,d985cff8-514a-49ff-8888-6e6be63486f5
4217f33e-5cd0-48d7-a179-8a868838c67e,male,35,166,84.8,24.8,5,lose,-6,9,e37fdb46-5922-4c37-9426-fbe514e276d4
843544d8-b64d-470a-a771-553610607838,male,32,182,50.8,12.0,5,gain,4,11,88944203-8681-4536-86f5-1d875d8897ed
62d75477-af89-4f93-8f63-c6366232b41b,female,45,197,106.1,0.0,2,gain,5,9,0cf81bbb-59e3-47a2-b29a-b6a74beb5681
6d32b589-c8e1-4681-bae1-eb234aaeb96e,female,45,174,86.0,11.8,4,gain,8,16,c64e8302-30dc-4c6e-bd1f-57556c656d83
3ca55ab9-07b1-48ea-aa8c-dec30b023507,female,35,174,82.2,0.0,2,lose,-3,5,81b0a0ff-dde8-4713-8755-1e1b6f005fac
3b55623c-55e1-45cb-9afc-515ae4aaf4e8,male,59,182,104.1,17.5,5,lose,-3,10,9a842da1-6150-4133-aad7-841b1e44ea7e
d824e0ad-01c1-4910-9096-977153030151,female,31,161,106.1,10.5,1,maintain,0,16,68efc7dc-c9ab-476f-acfc-129c61d28807
9a708ec2-58e3-4883-8d37-a4f1b42d0c68,female,47,165,108.0,13.0,4,gain,6,10,1965d722-d63d-46a7-a96b-af4955e9e42e
0af978a5-3051-411d-8ba6-989eba748864,female,30,169,109.3,19.2,4,lose,-4,15,9cb3724a-10ad-44a6-8229-634dcc441d3d
d4e205f9-fcc1-4ef0-816c-117f70f0f5d8,female,21,155,63.6,19.9,2,lose,-2,10,4b7bbe14-09e7-4c2a-affa-f810ac37ba01
8347f846-715e-4654-9b60-238a8656a0fc,male,25,169,93.2,20.2,2,lose,-6,16,4de98676-fe81-41e7-86fc-516a7107ab9a
5227de55-c7c2-4b3f-8cc9-09e50e715c43,male,45,165,81.2,24.4,3,maintain,0,8,f96018c8-b288-4142-9f28-57f5bf85e34f
bced9c72-f70d-4bb0-a5d0-eff497cf586f,female,18,166,85.2,13.3,5,maintain,0,10,91d034b1-efa6-47ae-bc06-f36409581a9f
a685fdd6-61e2-470b-8b11-1426be2fc89f,male,41,185,50.3,19.2,3,lose,-5,13,c79e4d6e-64ed-44f8-9962-57d6210235bf
218aead0-22ff-4fc1-be8c-b73c35fa3df6,female,46,187,98.2,17.8,2,lose,-2,14,16a26bf1-018a-4bc3-bc53-0fb1ba853f0e
d99d8e20-8105-40ff-bac6-19c2ff13e3e3,female,56,175,56.7,28.4,3,gain,2,15,82760712-c8e7-43d3-9183-a415922652e1
810da8c0-67ee-42d6-8552-f5b00f57048c,female,36,155,78.0,29.1,4,lose,-8,5,c878b9bb-d0ef-4bbb-be4e-ffc1304e6411
492bd8bb-1308-4f7e-82f2-fe072c5bd555,male,35,180,63.8,16.7,4,lose,-3,12,e5a115e0-998d-48f3-a930-744345e799f3
6fe1b57d-3bcc-4de0-b436-7e8004dfe452,female,31,199,92.7,29.0,5,gain,5,14,b0f72320-00e8-407a-a85a-c714c6573317
ad6e8bde-fec1-4eda-acdf-a25388555415,male,34,181,66.3,28.8,4,maintain,0,8,921a1da2-4765-4806-a301-052e909c51c9
15816c2e-ef43-45f5-90c3-5a88263f4acd,female,37,177,65.9,26.2,2,gain,7,13,3ac4fbe5-5b46-4575-b976-d9045f89d39c
a191ee23-20e1-4093-8bdd-e97e7eabe63d,female,38,171,108.8,21.6,5,lose,-4,14,6f1a18d5-d0ac-476d-aca5-d07d24bd917e
f6bdeafb-80a8-44a6-a1d9-683b3090f831,male,47,156,87.6,22.7,1,lose,-6,4,31674932-db63-4040-b3a6-663c1430a09b
8ceebc67-3df6-4f98-8f3e-262f264df0ae,female,41,171,58.1,0.0,5,gain,2,9,70a0b000-67ff-4733-b9d1-dcba89224a42
edd3fc26-d6e5-41a1-86c5-53c4a0f922c5,female,35,199,53.1,0.0,3,lose,-8,12,4c9ed58b-20c1-4df9-a99a-8f5988d9058e
e491508a-2447-44af-b4ff-0b5881f54b28,female,36,163,58.1,12.2,1,gain,6,6,fc04d32d-8a5c-4c6d-8ce3-a41aabc5536f
fab238e2-8191-4b02-95bd-d681aea8fb4e,female,38,165,98.6,20.4,5,gain,6,10,94f55232-0d4b-4897-a458-4be61bc7f5f9
265f011e-7bcb-4f9a-9613-cb48b3a51b9e,female,59,179,109.1,19.7,2,maintain,0,16,c3b4ca69-7322-41c9-a0f9-b68d8d20d493
e268f442-e153-4500-ab14-0455bb555f91,male,49,166,61.2,28.8,4,maintain,0,12,4e9a88ea-5e5c-4a90-923d-57e9b985d9c3
c0707524-79bd-4a59-9010-0cbc810e6f67,female,19,163,81.5,0.0,2,gain,5,5,9dafb8fe-f207-4f4b-b7a6-41948b39fb91
e57f8d75-e94a-49e0-9075-1060f86f8204,male,51,184,90.0,14.8,4,lose,-7,7,ba49f323-aaf1-40d4-a681-206050f7b8a8
d97d4f29-038c-4e0a-91d9-285c9962f2b9,female,27,155,65.3,17.5,3,lose,-6,11,8eaf7d80-c992-454d-b8ab-355bb14f2f6b
12439e60-ccb5-48a8-a7f3-d51c51fa1b74,male,27,198,53.9,23.2,4,lose,-5,14,ee27f7ff-5b99-4786-b0d8-966437204401
3c1b74d5-965f-42c9-9524-9ce739ec1c9b,male,56,159,101.7,26.2,4,maintain,0,16,e2506101-4fe2-47ae-88c6-d0fea6fc5b0d
22319b51-357f-464a-98a0-8c11002b0ab4,female,47,160,107.9,0.0,5,gain,2,9,c7741456-76cf-401c-b858-8bb3972ee048
5127672e-cb16-4ecf-8bc8-0ab4a30062de,male,52,181,70.3,14.4,3,gain,3,14,acb2de9c-260d-4e58-abf3-a1c7bc716a8e
908a8795-07f8-4c58-ba6c-92f3e3cdeabd,male,34,162,59.7,16.4,4,lose,-5,10,2ea051b4-426a-4c43-86d3-6227e1864e05
39e8a204-afba-4c8d-b1ec-3e27abc76729,female,18,175,99.1,13.8,5,maintain,0,9,d141035e-0bdd-40dc-a43d-218930ae4a9d
0e538237-8b21-4066-9103-aff9b3805814,male,54,182,62.9,0.0,1,gain,5,16,9de7749b-e804-48d6-868f-a991e45a194d
fd992a37-813a-4d6a-a4c9-cdad2559f7b8,female,39,187,60.4,17.5,3,gain,6,9,97b46313-9e6e-4089-b297-3d5908b3d60a
1fadca94-7243-426d-8813-666cb8967420,female,47,188,107.7,0.0,1,lose,-8,7,e933d4c0-e2c3-4a86-91f0-3eda258e7e6f
a6711894-82bc-451a-bec9-a2b56f3d8be4,female,34,168,50.2,13.8,2,lose,-7,5,2afc0a38-7d09-44e1-9711-6dfadbf048e3
d64d6bf2-e401-46f1-921e-f27202b00337,female,59,197,103.2,19.9,1,lose,-4,14,4950707e-809a-45c3-87c6-de0f333442b5
c8fa4b22-e83c-4c99-9471-fb896d499095,male,57,152,71.2,15.0,5,gain,4,10,d412b25a-39ed-447e-b4b7-0f7d7b11e79f
f72c1a49-d064-4f4e-8991-8f4ce286de0a,male,58,180,104.9,24.8,2,gain,4,13,e825cc5f-69d6-4bb7-9d52-c3ae3bc3947e
8c182771-40b3-4f90-a6c0-2a01de3b53aa,female,56,152,84.1,23.7,2,maintain,0,6,643eb80f-9aaa-4719-82ce-9e8858931d48
58ce1f86-a6c0-47ae-9673-799681202ef5,male,52,173,87.1,17.1,4,gain,6,16,f17ac156-2cea-4aa9-80e1-9fa9b47d3d21
40d53a3b-fb63-406a-83e9-9f798ed9db68,male,42,158,105.3,13.5,5,lose,-4,13,0a18754f-89c5-42eb-964a-287702ab9cda
0eedc438-b92d-4dd3-9b13-d042c3304a0c,male,44,156,78.9,0.0,4,maintain,0,7,716fa896-607e-44a9-8c50-41911261d9c1
ece6ebfa-efab-4975-94c4-27c457cdb534,female,26,191,59.7,21.6,4,gain,2,6,c929441c-8d32-4d68-92f5-2259b1b52375
2db703b0-f8a3-499f-a392-43056a799615,male,18,183,107.9,15.9,5,lose,-5,15,3cf0a047-96e0-4e7d-9e41-9c4a8ea453ba
62fcf357-f3dc-4dec-bab7-b1f46a1429ae,male,19,174,94.3,0.0,4,maintain,0,8,f4069cfd-5254-4fb2-a92f-bc579d864897
0351b0cb-8f3e-426b-853b-54ef17464688,female,42,193,101.8,28.3,3,maintain,0,9,32bc781e-9cc6-4371-9755-95e7b733fddd
40917c14-2eef-4d58-8a1f-3460dd2405ae,female,33,187,106.2,16.9,4,gain,3,15,0a2f316a-6dec-41c9-9935-718c8f9d85f9
b5fd175d-37f7-4e00-ac55-48c5ea1ae6c3,female,53,175,91.5,0.0,3,lose,-5,5,9535450c-e41e-454a-9fcc-d355c5edf4db
223b2090-081a-4ad6-b13e-b2d6a4f8a525,female,18,166,51.0,29.7,1,maintain,0,5,cfaba6ad-c7e1-4b70-b94d-7a91d16c8981
2b6d55e5-706c-41ad-858c-2fa9961e35be,female,43,178,78.5,26.9,4,gain,5,7,ad971170-b2b4-4c95-b95a-4edfb9a91b38
66cd6516-7d8b-4ec5-8188-d8e2743493da,female,45,153,91.5,28.5,3,maintain,0,7,376e76f4-bf4a-4f78-a915-ac925917340d
9f5b27b1-4ce8-44cb-abc8-7ab5e3cf36e0,female,51,167,74.7,0.0,4,lose,-5,9,f5d306df-c814-42bb-931e-dd6ae5f7b2af
2f5d3aa4-55be-4d59-a1c8-abf69e8843e7,male,51,172,67.8,17.0,2,maintain,0,7,6c844a8c-291c-4c71-ae71-99f3606cd090
0faa5046-88ce-448d-be25-d2ff8244925a,male,57,199,109.0,0.0,2,lose,-5,9,4f5165ae-9066-4844-9baa-6b90bb2161e9
f4f4754f-9288-4b7a-9da9-8f854ce96abc,female,57,159,89.6,19.0,3,lose,-8,7,f7e7c274-a6a9-4962-ac11-bc234aa837f6
d3dac2c0-1df0-4f4f-829e-e23de0ac2643,female,55,156,59.5,24.8,2,lose,-6,4,286d1c82-6e15-4de9-98dc-b079bde704ca
126dbe6d-2767-4a67-8067-8cd294fa2e2b,male,27,160,87.6,21.3,1,maintain,0,14,59978f25-3d51-451c-a6b2-d567c274c14e
d3b74c41-f441-464c-9c64-c2b559bdb26d,male,43,183,89.7,19.8,1,lose,-3,10,205565c6-4400-4db7-ae05-e520d80bd07a
67c889b6-cbca-4d0d-b511-852449e44cec,male,42,191,63.7,23.0,1,gain,5,13,3d596ecc-773c-4365-87c8-2e34696eac0e
4c522720-fe10-4c04-b639-839349450248,male,54,153,82.0,21.4,2,lose,-8,10,597ffd21-589f-4ac8-8cb5-f808b81a7e9b
574efc63-4f4a-4461-b395-ad99ee78773f,male,25,167,100.5,25.9,3,maintain,0,11,09aeea01-2a71-42a3-af03-c769b0f15d4a
bb9fb10f-c1b4-4a67-8971-b0b944dfc4ac,male,19,184,54.7,15.4,2,maintain,0,8,af35eeed-3654-426e-8309-b6c35c43bf1e
343d6e3c-d757-42bf-adc6-68710f4accbc,female,31,160,91.7,12.4,3,gain,2,7,1a198ee4-729b-43b3-8dcb-970fab1faaf7
975994c9-c338-438c-b3b6-ddd703333b1d,male,53,157,52.3,24.8,1,maintain,0,14,f9be5688-6db7-4c14-9896-92e2c2b0362f
be7407c5-4ea2-4087-97b0-bb0c12d8cfb0,female,58,162,99.0,0.0,4,lose,-3,16,d3fb9d43-39d6-4d8e-882c-6471cddb57c1
39d40395-a1e4-4533-9e5f-270e0f589d16,male,23,200,89.3,23.9,1,maintain,0,7,c9b86ac6-c4bb-4eab-a38b-a0b78c2d6632
999e277e-34cb-4c07-b5b9-d2685e7fb091,male,33,154,89.9,18.1,1,gain,2,5,cacd2481-0b2c-4573-a587-712179f03ab8
01d00cc8-606b-43ba-844f-db36504308a5,male,52,185,62.2,23.1,3,maintain,0,5,86ec74a2-d42d-45f1-9b22-5703ff98df3c
1fe0f1d6-0f18-42a0-9b63-28d3ab74e016,male,44,197,99.2,10.3,1,lose,-4,8,0e0e43a2-333a-4e14-a533-bcad16012eff
0e809318-54e2-41b5-90f9-7720cd4ebd98,male,33,199,71.7,19.8,2,gain,6,11,7fa5dae8-34a4-4ecc-b9e6-7302bb220d95
5e757936-3260-418d-9390-8d8a0adb9a5d,female,34,190,102.8,0.0,5,lose,-2,16,5ca65bff-8437-49c6-b347-b4f7175086b3
7a4077f0-3bf8-4ed8-aba1-f7fc7259bcf3,male,38,172,98.4,20.7,5,maintain,0,8,1a81f364-4f88-4589-88b2-14ede112058c
ed868806-3ef8-4079-a927-740fc3d37f9c,male,20,164,76.6,0.0,2,lose,-7,10,452c2438-b009-4e5e-8206-cda3249e009e
d55e6fc6-2390-4a16-a148-ad9dfb578c10,female,52,173,75.1,18.9,1,maintain,0,9,4c51bcc4-2926-4d87-afe0-fed7725cf2b3
6014a9c5-6b67-4c1d-8aac-e9f39ae6073f,female,59,174,75.5,21.9,3,lose,-4,12,f3d0a9ed-386c-4732-bced-f1ef11173b3f
b3475faf-7eaf-4ef0-9bd2-07456a812ed1,female,32,154,106.2,25.4,4,lose,-5,5,1bd1b240-88c1-4de8-aef3-45240e3f2311
340ddea9-3443-473e-8ed6-47c2c62b90c1,male,27,171,53.0,24.0,2,maintain,0,8,b795a741-4333-4a8c-9e99-76de2819fefb
17de1727-2e00-44ea-8b21-ace61fa75194,female,43,199,51.2,26.9,4,lose,-5,8,949ea1a1-6367-4e9a-89ff-35ca74aba284
37a35741-ce87-4310-8c0b-db339e241265,male,40,179,52.0,11.0,3,gain,6,14,ec10cbea-7401-42d3-b89e-95de6450afac
7d4f4c00-07ec-4c4d-819f-25c0fcd374ff,female,22,168,67.2,14.8,4,gain,6,10,939ef35d-b2ea-4199-8629-f41ac8607c76
190d334d-fb01-401e-8fab-148e1666eced,female,21,183,96.3,23.4,5,gain,4,16,b70f400f-a3ab-471f-be6d-23f5c81abcd8
f6302c06-18e8-40a6-aa76-1b0a5ebd89bb,male,38,191,81.1,23.4,1,lose,-8,12,486c8048-664c-42b1-ab56-56a4a93b0fc3
a8aedde9-1f9d-4d96-a149-545e252045e8,female,56,182,60.4,19.2,4,gain,6,4,32dee674-0d13-4f71-a56b-b37155420006
9e8649bf-5bc6-4ab2-8dc7-578c3a71ac63,female,27,177,94.1,17.5,3,gain,3,4,3fef3c56-8084-4894-b3dc-2604edd96e5b
e3198d9c-4875-4ea7-909b-eb7e39b4c26d,female,29,195,87.8,0.0,3,maintain,0,15,e88e0a83-acdb-43ae-b0ff-b650c61827a8
0ace60b3-50aa-4419-a1bc-be5f78af656b,male,35,151,66.9,22.2,3,gain,8,12,4203f06f-be87-4190-b7e3-30b3f540ff83
3b0c32e9-302c-4aee-a0b4-fc9f51a07498,female,26,198,57.3,13.2,4,lose,-8,13,9a5e8a31-58c8-4ea5-82af-cb5e5f44b59b
72e2faa0-42ef-4bf2-ab17-4023562df2b3,male,41,168,62.5,18.2,3,maintain,0,12,d6e3145c-26f5-447c-9ad4-22317ccb99b1
5e3988cf-129a-426d-9a0a-e9c748defdd3,female,53,186,99.0,0.0,2,gain,8,8,c9467835-f5ed-44e5-9fc8-79d039095fed
5c1dc26b-07ee-47df-8e49-4a85c7052dac,male,39,169,56.8,20.5,2,gain,2,13,b6c85981-4c68-4e68-96f9-95d4070d53ca
0057a840-f4b1-4735-b52d-e145ed7ccbfc,female,22,153,53.3,29.3,5,lose,-7,9,af887ce4-7da6-4114-ab31-9dbcd45df694
112929ad-6158-42fb-b8cd-3d63445944c1,female,28,192,104.7,17.2,3,gain,8,12,de017a21-9b14-4fd9-8aa0-5f41c6ba195f
63b02a26-b6d5-448d-b7bb-5a24407b9e83,female,23,158,78.5,25.4,5,lose,-4,7,4b33ea5a-595e-4625-a2c0-6ea8ac5a66ad
cf95dd2b-6391-4df2-bd91-f06031167cbc,male,40,190,100.2,23.1,1,gain,2,7,b1b88761-bf8e-4968-99c4-ebb1304cb708
5224717f-7e94-4d03-818c-b479e9b07242,female,49,169,66.3,10.3,1,maintain,0,16,09aedbd8-c3d9-4e55-9a59-d1cfd4ae871e
6dae3298-00c0-42c5-8ac4-d3a381e4751c,female,41,175,74.3,13.6,3,maintain,0,5,ff6908cd-3616-4e64-9d74-77ad4f7402dd
347d711b-7867-44ba-a1c0-94d9acd03ac4,female,27,193,77.9,27.2,2,lose,-2,8,1531fd98-7648-42fd-a761-6a71f6e73af8
e276fd55-83a2-410e-9f94-9cdd722b834d,male,26,181,102.3,12.0,1,gain,8,12,b7ecd85f-f22b-43aa-8ef2-e31f0029080e
6aa435ae-2d7e-4257-b235-deb63d2fcd50,male,53,160,87.6,0.0,3,lose,-3,12,13269af0-f6c9-4d86-b425-f44d77cbf620
7d029bea-9fb6-4813-b851-3b187ebcd9d3,female,24,159,76.6,20.7,4,maintain,0,11,c9b98aab-a399-4ad3-a132-b53a1bcd7af3
18480367-e3f9-4438-8f36-eed9bb676957,male,19,177,80.1,19.3,1,lose,-2,12,7adb1e0c-f0fc-4fea-a5fb-83f59ab05ee6
119af04e-6a9f-4d65-9604-e219413447a5,female,25,198,71.3,16.3,4,gain,7,13,ac6c069e-543d-4bde-91eb-31a6b639e531
e5f44148-c12b-4231-99df-c6a5f4d5a643,male,30,193,67.8,29.6,2,maintain,0,15,2ef3ab22-70cf-40a5-9c70-b939340c4345
65c2c7d5-a1fa-448a-9b55-3a27d73f5d4a,male,52,192,73.6,13.8,3,gain,6,12,87eb4c4b-1f5d-4be3-9905-ddcb914183ee
b01bd136-5f2e-4491-a817-24d5ead5da6b,female,44,163,89.4,16.3,1,lose,-5,7,d9d5a7d2-68ee-4723-97bf-317f5cc3e8d4
bf902957-95b8-4643-bfc5-acdae9050a54,male,48,186,88.5,15.1,1,gain,7,7,2b5784f0-92c1-4fee-aaa8-e8070ad6857a
dc60881d-2473-4540-a389-b03fde2a0687,female,38,197,104.1,26.8,5,lose,-8,13,adcaf1fb-83f4-4554-87c1-23d3dcffc6df
ba18d512-83d6-4743-a062-fd8995241afb,female,44,170,56.7,29.9,5,gain,4,6,6fbeb385-f2e5-4f2a-b167-e9fea4266766
c9f82c24-63ef-433b-8dea-813591b755c3,female,46,168,52.0,17.7,2,lose,-7,11,d57fd2cd-bea3-446e-8009-981f0f1849c4
e73c3abd-4bbb-4123-acd9-1276d24c1866,female,24,177,52.3,25.0,2,lose,-8,14,ac162fa1-ae65-4cb2-ba25-b87b611ae768
7f01b678-c8fa-4ee6-a008-468339cf403e,female,50,168,82.7,20.2,2,lose,-7,16,355ec81b-33ae-4755-8720-5c4b994554ec
b0f8f8ab-078e-4cfc-9bf1-42dab2dda980,female,52,180,79.1,22.4,2,lose,-5,12,03a41a03-e348-40dc-a01b-aa950ddd4206
e52c9bd5-2277-4256-97ef-e978094e8554,male,44,195,83.6,23.1,2,maintain,0,9,ecc1e2bc-e5e2-4258-ba10-a6aa1e644d0f
5ffc7bdc-5d3d-46a3-9e03-5c7b4d536139,female,47,196,99.9,21.8,2,maintain,0,14,62092af3-6597-46d2-bb9f-c0f4c39a0590
23fe886b-7d01-4294-97fb-ef6a37c35c2b,male,42,182,81.8,29.4,4,gain,6,4,58025cc4-f26b-4b05-b29c-dd4146c2cba9
046c004a-c763-4ee5-a00e-fa3af57294a2,female,60,188,96.1,11.8,1,lose,-2,4,66f65920-fdab-4a3d-a1a4-766982062fcb
a40a5e48-5c55-4035-82ad-b36aa227844d,female,55,163,55.4,0.0,2,maintain,0,16,5ca5b82f-7b8b-4693-95c2-750992c4fb1d
e795774a-fae1-4fc8-ae2b-697b3e36e4e0,male,52,162,88.5,22.2,2,maintain,0,16,2b24a561-7e7b-43f9-b073-229bf11a86d1
adcbd1b8-971b-4267-81e2-5693b34f4c81,male,55,196,104.9,14.4,5,lose,-7,7,62d72090-9c81-4715-86ff-63fd79c22511
2fb3e134-9554-4fe0-8b4e-eb04fc5be715,female,30,195,89.9,0.0,1,gain,3,14,19067f6f-dcdd-41c9-a985-1409897a619f
6249922a-799f-45b4-bc4c-c30c2ac1281c,female,39,194,51.0,17.5,4,gain,5,15,0db5715e-9889-41e8-aa1d-759389ce4102
6363a7dc-82b1-4409-9602-fe031a88383e,female,55,155,70.2,29.4,4,maintain,0,7,e3fc6f83-34e5-46be-a69f-60196916c2e6
bc43f2d2-f9e1-47eb-99f5-2bc8a916a766,female,58,154,58.0,17.9,5,maintain,0,11,eb313289-fa66-47d1-8ece-7f815c783f09
5fccd042-5f47-4cea-b22c-32d760ce0a6b,female,31,200,61.5,20.3,1,lose,-2,11,cdbf323d-5248-48bd-be8f-6483df55f005
1a48c122-b65b-4ef6-9dcb-e247a5f7c61c,female,37,170,62.9,25.9,1,maintain,0,5,8ad7ca2b-7ae5-4dbb-ab02-3c19b53db9b3
55131690-a00f-4749-8579-c5890b18eac0,male,54,193,92.8,22.9,5,lose,-5,6,a31a670f-2d1b-4ccc-b9fd-d6d091bcc15c
e74f6dc7-bc29-4dd5-a33e-935692066b7f,female,52,177,60.5,0.0,4,gain,3,5,f9c04961-9728-4f2f-a946-93c205d704c0
c2b50f5f-622a-4ed8-850b-0cbf0c4d1415,male,39,154,77.0,19.9,5,lose,-4,11,36789299-e3a3-4c17-9bae-f1d03f6cfbe4
f9704667-2c4d-453f-b005-8a169e359812,male,42,183,65.3,26.6,2,gain,3,10,e0ec3ae7-ac1f-4c7e-a461-c8b563d0d09e
ae0d3b72-655a-4871-b013-6228db718d0f,female,56,178,95.2,22.2,3,lose,-8,16,0567555e-ad32-4939-9866-8e7330a50584
12b16fbc-3540-4e28-8b0c-16e1644fb13a,female,60,153,100.7,0.0,5,gain,4,11,bca3a178-d04f-4755-a014-daa3ac10bacb
b04665df-7576-461f-92c0-b9b94abd9ebb,male,51,169,85.1,10.6,5,gain,7,16,7a16cdf6-9578-40e3-943b-3019bf22090e
da948791-af94-4b2e-a3c3-17fd43a9a42f,male,45,172,97.9,21.0,1,maintain,0,10,ab3cc7f2-959d-4951-b504-8a2498224b9d
c3b2879a-54bc-4cb6-b7f5-d2c04eb28775,female,48,182,77.2,22.5,1,gain,5,4,9e435e4f-de80-45ce-b669-2e0c754311e6
dacea3fe-19bb-4a63-9213-7765d014d92c,female,47,152,52.1,27.9,1,maintain,0,13,340be5b8-7d62-45fd-b7de-067e207ab660
1be2b117-f61f-4b2f-bc68-8b34bcd5de26,female,26,151,52.7,11.2,2,lose,-4,8,48ccb9fb-b03a-4ff3-a471-e87ca03a6fa9
2f1b8c36-023a-4275-8c79-48c287ec73da,male,31,174,76.7,12.0,3,maintain,0,15,5a55b4a5-ee85-423b-a6cb-b10db42d4b15
939a3837-0777-4e91-ab6f-5c4c950e8f96,male,51,151,85.5,0.0,1,gain,8,4,c900ca49-5fb8-4df0-b180-32981731f5bb
d39a9f5d-72c5-4ed9-b4fc-5ee5ecb94f12,male,23,180,68.2,27.5,3,gain,5,7,01b478ad-529d-4018-95c9-caf7caeb438d
96c30798-1a30-4e61-9353-087617343a30,male,52,190,61.0,10.8,1,lose,-7,4,0ecaee69-02c2-4444-b45f-97c360bc823b
5f52b7cd-31f0-436d-b72c-02b3c9034c54,female,44,176,72.7,22.4,5,gain,3,5,3f5c19d2-1def-4d13-a11e-eff8d3f273d1
3ce7f04c-a8a9-4732-a71b-6a05741e019f,male,23,186,103.8,17.7,3,maintain,0,13,5f00935e-9358-42f1-a357-c5b0fad11230
54889a56-5210-4cf9-95b7-b4171fabe397,male,49,169,72.1,26.5,3,maintain,0,9,d1666f4b-21d3-4213-93b3-71760eb4602a
b5dae08c-d765-4d00-9ac4-3c709dd28e46,male,25,188,62.9,17.8,3,lose,-6,9,6b2e65c0-e184-4fb5-b17e-b3da1ba26007
7b0a0f3e-400e-4f01-979a-b3573452c19f,male,54,181,60.1,13.7,5,gain,6,11,0094091e-62d2-46e6-bb10-8b7141c93627
90e2fce2-32be-44e3-9d58-8872027af902,female,26,174,78.5,25.0,5,gain,2,4,5f4cabf9-4e7c-469b-9158-9d1758096767
c86826c6-baed-47de-a72d-3d6a8dadbb5b,female,33,154,75.9,14.0,2,maintain,0,7,052db3d1-876c-4619-8b3f-e54364588a6f
697b47bd-f5cd-44cf-ba45-39c82354b891,male,54,165,58.8,29.5,3,gain,5,11,8c4750b7-c3f3-4334-8b5f-eda13211d9da
533417dc-0a80-4ff8-b7da-a6c3e357892b,female,39,196,107.7,14.8,4,maintain,0,14,deadd964-5bd6-4ca9-9c6c-6ed68e91b4e3
9af34740-4afa-4ddc-b238-ffccec34dec7,male,44,151,67.9,0.0,1,maintain,0,9,b23fff91-fcc3-41b6-9d46-839f8997c2a8
02220296-fcee-43fe-a406-6d2ddaebaeed,female,33,193,66.2,22.1,4,lose,-4,12,ad6fd0d0-40f3-49c7-820b-6c18d3bab37c
45d07c3a-ba46-456d-8daf-4ee36ba58680,male,34,183,53.3,28.6,3,lose,-8,16,6d45dc98-5302-4e3d-b89e-838db192615a
2cef6faa-1442-4153-b6a8-1cc78467d2df,male,43,176,93.5,25.4,5,lose,-6,10,8b532e6c-b1f0-4210-ae41-12bb33ed04aa
