plan_id,calories_kcal,protein_g,carbs_g,fat_g,meals_per_day,snacks_per_day
4023339a-3107-498d-a8c5-b365d3e5cee9,2233.83,96.3,329.9,58.8,4,1
4be0fb0d-0465-43e5-a16c-1d4e9a8d9ab0,1984.07,213.3,108.4,77.5,4,1
accd8ba6-3d1e-4b11-9822-2fe4a8fb2f1b,3001.54,175.3,389.8,82.4,4,1
e4369f8d-a7b7-4986-8000-f0e733f06acf,2851.28,90.5,489.1,59.2,4,1
fd45ca8c-a11b-4d3e-9150-d7fa47e434e2,4376.27,172.0,694.5,101.1,4,1
9e145cf4-6394-4a63-b36e-3782c7e6bff2,3480.02,136.9,540.9,85.4,4,1
817b815c-4e8e-4e3b-93f7-9a9716abe0e1,2427.98,133.7,313.8,70.9,4,1
ddde1345-7a76-482f-8700-86b3ed7c739f,1617.03,129.2,154.6,53.5,4,1
fa849309-a063-4950-8a8c-3b10113884ce,2826.64,156.7,378.6,76.1,4,1
72800a4a-6863-47fc-94c0-1244e9c0e423,1943.7,162.9,183.1,62.2,4,1
19045d88-0e4f-485c-9788-90ee5986f446,2188.29,108.2,311.0,56.9,4,1
40448171-bf72-484c-a579-da5d9f9a024e,3287.84,128.7,560.0,59.2,4,1
af8fb3a3-4dcd-465b-91d8-22ce24ef116a,2212.69,150.7,250.3,67.7,4,1
4d2f1cfe-321d-46b5-b6d5-e8e8b4a78232,3139.83,203.8,399.3,80.8,4,1
7b4aa320-fb62-4794-8494-a5465d4cfe6e,2367.1,179.7,151.4,115.8,4,1
b861b77b-1adc-4c99-9b0c-f45ceae8c1ff,1590.5,94.1,194.7,48.4,4,1
145e6d92-be87-4b4b-a0ff-853563024710,1727.34,113.7,193.6,55.4,4,1
3d1bc3ca-ee0b-4da1-b9ae-422d150cc97f,2355.63,124.1,289.1,78.1,4,1
db2bf5da-dd7b-4672-9c71-26348309cbf4,1926.3,155.7,163.1,72.3,4,1
89e44525-d601-462b-8b56-cdb64b528acf,3007.7,223.2,337.5,85.0,4,1
d01a8ed8-2e6c-4a97-9f86-bcc1c8e04859,2772.23,153.8,379.1,71.2,4,1
14418310-7714-48c2-9171-e038d2a9f4fa,3624.35,175.7,501.3,101.8,4,1
458a514b-bf74-4e68-85f8-6cb0b1dd30e6,1855.43,172.4,137.4,68.5,4,1
311077a7-6dc4-44b5-86e9-9581e8d45bbb,3288.12,179.9,411.8,102.3,4,1
284974e4-73bb-435c-801d-1698ec0e246d,3173.74,136.5,504.2,67.9,4,1
1480705f-b388-4597-9aa1-95b4d01b8f87,2145.75,235.9,83.2,96.6,4,1
5c2ca512-3a86-4ded-be35-4f42797a7e59,2708.45,210.4,288.8,79.1,4,1
e71af15d-0fa9-4e02-a039-7220b7705227,2865.55,159.0,403.8,68.3,4,1
947989ce-ad30-4f2c-aade-c3efb7d577e4,2480.38,125.8,309.2,82.3,4,1
79412d7f-8ab6-45f9-8e22-d2cb947446cf,2224.45,163.2,240.8,67.6,4,1
439fb67e-43b3-4e8b-b092-28e7ce721e34,2017.1,144.1,219.0,62.7,4,1
a8f3df8c-9c20-49ec-ba4e-439d9b0a0ba6,1498.44,157.4,82.5,59.9,4,1
ee42cf3c-3b3c-4627-ba9e-eec8c830b131,1544.58,132.4,118.5,60.1,4,1
15caf5d1-f531-4b68-8db0-9eae1123ece2,2072.7,171.6,143.6,90.2,4,1
a1decb82-889f-4606-a852-261b5cd9d8fc,2940.96,110.3,491.5,59.3,4,1
62fa325a-cbd1-47f2-9f7c-f1a5d65bcc55,3022.19,186.8,323.3,109.1,4,1
877521fe-8c93-42bb-a76f-a84a904e5934,2447.26,130.5,339.6,63.0,4,1
e27fdd47-afa8-48b1-9d2d-f1229ade1f90,4195.1,174.6,600.7,121.6,4,1
0adb4336-7c5e-4b82-977f-29b49a310c79,2123.15,128.1,287.5,51.2,4,1
db167c2e-5197-4fa4-a991-005714d9ce23,2581.64,194.1,267.1,81.9,4,1
920de2b1-c3a9-40ef-a450-575d29aaa8fe,2021.52,261.7,1.0,107.9,4,1
8deb100c-81ef-4e41-80a7-388add002935,3562.71,156.0,535.1,88.7,4,1
fe64901f-e514-4abb-8ead-9299eaba2755,3081.64,141.8,431.9,87.4,4,1
681cbf88-07ec-4066-b4fe-d4f3274a2962,2776.43,155.8,370.9,74.4,4,1
cc014ea5-e1f3-4930-aba6-f7e3105dc557,3437.06,178.5,516.5,73.0,4,1
cd524c1b-d72a-492e-acff-5770dd1ed085,3005.87,182.9,343.4,100.1,4,1
1aed79b1-2982-4d5f-9b93-9c90ad71077e,2817.72,88.1,492.5,55.0,4,1
94ec3df6-aa34-438f-87eb-6cd17a48788a,2430.66,207.7,186.8,94.7,4,1
454f50aa-c723-4e50-80c3-d7c7bc6c27d4,2633.25,109.8,403.1,64.6,4,1
3b841736-e171-4b08-b647-f4bc50d6e2c8,2381.48,105.5,364.2,55.8,4,1
f59cfa9b-c944-41b4-a728-3323b42600b0,1834.78,129.4,209.3,53.3,4,1
fd6aaac8-de14-40da-a1b3-2d24da551503,2802.94,161.5,358.6,80.3,4,1
0c196cdb-5cad-49da-87fa-e69db84b0ef5,2514.36,166.4,315.7,65.1,4,1
3437a99b-7909-4942-9aa2-ac3d6a316d94,2881.13,139.9,384.3,87.1,4,1
4e946f5d-cf2b-41d3-9850-473634a30570,2440.53,139.9,330.2,62.2,4,1
cd7231a9-5254-4b1a-a5a5-f7e822276651,1847.02,204.6,33.9,99.2,4,1
46eaab8a-6269-42b8-8f09-09563b3a7963,2627.34,180.8,297.4,79.4,4,1
d58899d4-91c8-4ea2-abad-85845d9bc07b,2756.56,222.8,261.1,91.2,4,1
1aef9935-713c-47a0-ae3e-044a59a790a3,2118.57,102.6,284.7,63.3,4,1
a9361056-ccf5-48aa-9af5-7419a4d1f277,2719.95,113.8,403.8,72.1,4,1
ac510bfe-8086-42f4-992b-69f7ea13931b,2101.5,102.4,296.7,56.1,4,1
d082fd26-672f-44a2-8a49-72bd097a810d,2027.45,109.3,284.6,50.2,4,1
7b0980d9-6242-49cd-8afd-04949986072f,1809.36,201.0,66.5,82.1,4,1
bf29b8eb-d027-4ab7-8d3a-b870c8727623,3774.28,209.4,560.3,77.3,4,1
91817cae-e69e-4818-974b-bd7db8d24c98,4542.08,179.8,732.2,99.3,4,1
cc948d7e-8597-472b-891a-6ec27c451141,3583.62,172.7,501.7,98.5,4,1
2a21f2d1-994d-439a-b692-4070284cbc66,1959.25,98.3,268.7,54.6,4,1
5e747998-ce0f-4c9e-ab0c-032e61244309,2391.1,214.4,173.4,93.3,4,1
6f42d380-b46d-4914-8937-89bbcc7a673f,3167.09,143.0,501.3,65.5,4,1
2f0af4aa-1d5b-43a3-acc8-53cca577022c,1826.57,100.7,233.2,54.5,4,1
1e879f54-8984-41a0-aea9-dfa53950031d,1935.17,107.7,258.5,52.3,4,1
368c8a30-73c9-4f4a-9489-2af942a87bb1,2518.6,95.0,425.6,48.5,4,1
49b5360b-82b8-44e7-8437-6a520874c79c,3062.86,133.8,433.4,88.3,4,1
755b74dd-ef96-402b-9797-4e2b9b87a322,2306.91,154.4,258.6,72.8,4,1
4f70f8cc-a3ff-486d-925e-b67abef199bb,3004.57,162.7,338.0,111.3,4,1
02da14a4-18b6-4143-8d1d-e6e7f9264bcd,2499.15,187.2,260.0,78.9,4,1
e4413200-28ad-40b8-afd5-803bf46e7297,3745.12,161.5,590.4,81.9,4,1
7fe6997a-6133-4efb-bad2-6688e4e7b21f,3241.38,144.8,452.9,94.5,4,1
b7eaba57-93e5-4e51-b65a-648de7b08980,2897.76,189.2,263.8,120.6,4,1
88865d4f-92df-41e1-a000-9dd4c49c47aa,2995.35,167.8,399.8,80.6,4,1
5cf75068-25b7-4b99-ac46-12a920e11dbe,1854.6,168.7,140.3,68.7,4,1
82205c65-7d48-409e-be44-8149b263a005,1564.5,112.9,172.6,46.9,4,1
b678512a-2f5b-429f-9d8c-2bca4d3c6f79,1662.76,146.4,111.1,70.3,4,1
25702d7c-bd3d-4452-a237-b9d34f8ccfd2,2400.18,89.0,409.5,45.1,4,1
c541ef0f-06c8-45e6-b5c9-d96edff3839b,3113.62,199.7,365.2,94.9,4,1
f1ca581a-90e1-4c64-9d37-5c694bca7551,1841.61,133.2,198.3,57.3,4,1
04239834-63cc-4c4f-9e1b-d13a918b7c2f,3177.51,125.1,507.2,72.0,4,1
659c8fbb-4098-4438-80d7-e598640e4507,1725.48,109.6,207.7,50.7,4,1
e16103fd-84fa-4b8e-8451-c1f7e80aece6,1630.72,162.4,110.9,59.7,4,1
212c559f-d6f7-4a91-b654-6d5b3e526d61,3227.37,172.4,407.2,101.0,4,1
323042a3-8f39-4f01-8fd4-c7fa529a2cad,1945.48,119.7,222.1,64.3,4,1
7de5e05f-00b1-4113-ac34-90891825ea16,2102.27,181.7,161.9,80.8,4,1
ac33bc48-6929-40d7-b866-2145f61105d3,2428.12,118.1,324.8,72.9,4,1
671409c4-8a0e-4a4f-aead-706bdb840dea,4665.58,187.9,711.3,118.8,4,1
17ceac8c-71a2-4180-a6e4-1f95620e3f3b,2190.58,184.3,197.6,73.6,4,1
b4c274db-c70b-4423-a5dc-0e81b795b876,2736.15,94.8,469.8,53.1,4,1
18dc74dc-decc-4a91-98ce-22e6b7f10e8e,1960.44,217.2,92.1,80.3,4,1
87b2d5a7-2947-4325-b707-0600d1bc593c,2834.21,236.3,252.4,97.7,4,1
a0f44745-e613-4212-a273-7eb813d5338e,2809.79,241.9,243.6,96.5,4,1
4d884da5-346e-4927-897f-a412e66b4373,2014.37,100.6,285.8,52.1,4,1
4f8c42c2-1835-4fa1-867a-1f9fc6ed401d,3104.39,229.3,339.3,92.2,4,1
4f449f21-b143-400f-b491-e3b250c08ac6,2020.68,128.5,254.0,54.5,4,1
0bba14d5-4b1a-4088-88a4-75aa20eecf7d,1663.8,137.0,171.6,47.7,4,1
7bfc8975-9cc9-4e96-9497-e881f6b1c7e0,3099.34,150.1,417.2,92.3,4,1
797b9f67-ae5e-44d7-a0f1-1445a25a86da,1554.03,114.4,158.5,51.4,4,1
489da66b-ec39-4ad6-9c56-4c479678818d,2169.39,130.1,298.0,50.7,4,1
a4b6a288-0a3c-41a4-b288-0639e0bd17ba,2470.37,117.5,358.3,63.0,4,1
c83d4610-8554-4ac6-8136-32856fc7471b,3357.75,183.4,478.4,78.9,4,1
d9307922-7973-4514-a24b-f120613e9852,3769.48,188.0,509.8,108.7,4,1
b8d7cc9e-b470-4fad-85eb-0974127073a2,3258.0,181.7,360.7,120.9,4,1
81a4fd05-431f-40c0-9575-6694e6ed1b2a,2719.7,129.7,412.2,61.4,4,1
7de2b0ae-31b4-4a58-94a4-025baaf5981b,1906.2,141.1,200.9,59.8,4,1
664b6620-0b2f-4401-8a4e-2cf07bc6d5ac,2042.77,90.2,310.6,48.9,4,1
d9c462d6-ab25-4439-ae51-ffc9761fcc8e,1774.64,120.4,187.4,60.4,4,1
54eb840d-f418-4a13-8d41-b2c47d038d4a,1793.0,128.0,205.2,51.2,4,1
8d8a6350-a97d-431a-99ec-b66ee38483a9,2646.88,154.7,346.3,71.4,4,1
46760990-fdbf-485d-9f29-d9e434093467,4015.03,151.5,630.6,98.5,4,1
4608573e-0677-46bb-86bc-3262ea78238b,3924.23,166.2,635.2,79.8,4,1
8647d8a8-8895-4e2f-b608-717aa7950e16,4230.32,176.5,606.8,121.9,4,1
a5cdc55e-ea76-401a-880a-ae45f42f87ff,1538.05,83.8,200.6,44.5,4,1
2c442055-7e4c-4533-9ac7-f9b94444678e,2369.82,118.5,333.5,62.4,4,1
e290e110-5059-43ce-a2a6-b3f1a76bd6ea,1984.96,172.9,153.4,75.5,4,1
c02efe0f-eb60-46ca-8f63-eeeba4efc3ae,1798.85,176.0,126.1,65.6,4,1
015c0d5f-e45c-41be-b892-3e453f6dd218,1799.69,148.9,175.0,56.0,4,1
3c2a6296-a993-4425-801a-b95aa0b25ff6,2129.81,133.4,278.2,53.7,4,1
3ec091d7-8700-4b5c-8b7b-86e60027a498,3026.23,108.1,485.6,72.4,4,1
624facd5-887b-4854-81d9-4a804ffc1161,3051.66,184.1,394.3,82.0,4,1
da88ee7b-e869-4626-bae9-69f2a946dba2,2802.8,146.2,377.4,78.7,4,1
088a0527-38e7-418d-be73-67433c716ecc,2537.69,206.5,256.2,76.3,4,1
2d8398bc-dc1a-449d-a852-602a9e46a8a4,2413.91,162.4,277.1,72.9,4,1
6b1aac7a-f2e6-47e4-8025-248b9fb8373e,1787.61,115.6,208.5,54.6,4,1
e7645cdb-3e8f-47c6-a386-c38888f063a9,2208.88,99.4,316.6,60.5,4,1
ea705bc9-9128-49bc-bf2f-c4399708918a,2497.67,133.4,315.2,78.1,4,1
3adb16fc-d590-4a00-8be6-305c33a2f465,2064.63,211.9,85.4,97.3,4,1
b0a0004f-91ca-4396-8bcd-f0199547a2d5,3447.7,155.9,460.9,109.0,4,1
aed523c8-e952-4ec0-8278-f17d775902b3,2033.98,146.2,222.5,62.2,4,1
ebd88cf4-c2c2-43f5-8877-cf49c1553fd4,1936.05,106.3,242.1,60.3,4,1
6caede99-c5e6-4b87-92b9-8b7e16f5b119,2507.53,238.6,189.8,88.2,4,1
0ecff13d-efbd-4e26-8588-1c7656436c2a,1725.12,173.9,111.2,65.0,4,1
1358f20e-ba70-4f6b-a4ba-f2ecce442ef1,2079.03,100.3,303.7,51.5,4,1
801e94b4-9d4b-41ac-a872-6e578b5ba57d,3823.53,190.6,563.0,89.9,4,1
9a1a2d78-e2b3-47ac-90e5-a296edc6a7d3,2246.26,165.2,239.6,69.7,4,1
375fb223-eb0b-4e92-acda-1d71f98185f6,2840.39,157.3,353.1,88.8,4,1
03e5fecd-e0f0-4faf-927f-09c13ce906dd,3280.81,154.5,453.2,94.4,4,1
1be3ec07-a476-4f52-9f5e-e4f167f34036,2455.39,198.5,210.8,90.9,4,1
542e1aa7-1eb8-4761-b2f5-6fe809691509,2410.26,149.0,243.4,93.4,4,1
7b0ab0b1-62c7-46d9-b3f3-3f83069ab15f,2201.62,104.2,313.6,58.9,4,1
d9f74507-9c16-4b13-a9ab-0405c355a551,3051.28,170.1,426.1,74.1,4,1
19fb6104-6f47-41ca-95fc-218cb68da00c,2991.43,156.8,415.3,78.1,4,1
ab29de6c-8513-4d77-9f88-121a9861a81c,2499.77,113.0,378.2,59.5,4,1
36a66e72-ddf9-4820-a06c-49549590aa3f,1994.1,107.3,288.3,45.7,4,1
bb3c5592-2d40-4ddd-ac49-bb756236fe0d,3941.22,172.9,571.7,107.0,4,1
801ef159-9687-4b52-9069-ed0f985a44c0,2923.79,242.6,275.3,94.7,4,1
4336fd5d-90f7-4b0b-bc21-73517483db70,2246.7,122.6,317.0,54.2,4,1
093006a5-a7ee-4d37-9f25-80ae1d011b86,2955.74,190.8,379.9,74.8,4,1
8be964e5-8b79-4d56-b6b8-4f3b472b567d,2299.76,143.3,294.2,61.1,4,1
a01a82d2-1af6-42a8-aa3f-be80a4bdbd90,2681.63,154.8,326.9,83.9,4,1
9eca93ae-bf02-4b83-a1bf-f9f5dc517d9c,2451.13,149.9,268.6,86.4,4,1
138d931d-e9a7-41d3-b23f-ce21013d8dc6,2903.2,119.2,470.0,60.7,4,1
f177377d-89cc-4689-a284-b989e03c1c86,2978.2,196.7,348.5,88.6,4,1
2a733081-b9c7-4a38-b40a-24a025547d16,1870.16,117.6,215.8,59.6,4,1
1d1e0526-35b6-4599-a0f0-0dfc33fc9c26,2049.73,178.3,179.0,69.0,4,1
a3935d34-b6e3-4f0f-aab8-962a61595097,1959.92,111.1,265.9,50.2,4,1
15a6410f-714b-403e-85f2-d47aac095c6a,1526.25,121.8,147.7,49.8,4,1
f030a4db-4a7c-4f3e-88e8-5eeae8cfdf4b,3054.01,126.2,466.2,76.0,4,1
98b31932-f21a-4e34-8cc7-df1d12247dcf,2416.72,186.1,238.0,80.0,4,1
fef9f2cb-ed4c-4a14-9dcb-6446beae7dbb,2686.98,156.8,340.9,77.3,4,1
febe6bba-817d-4a22-88f1-9a09ca93ff1b,1786.71,126.8,196.0,55.1,4,1
16bb8832-d967-46dd-9e36-fb41544fe0c4,3082.1,127.0,507.1,60.6,4,1
088e8d9b-d946-49b6-93e1-e2011f91d80c,3878.39,168.0,543.4,114.7,4,1
ac9fe98f-6a32-46bd-9e9c-018a838a0dea,2815.39,110.5,437.3,69.3,4,1
cb24f76e-c88e-4bcd-b6a3-671359b1f60a,3268.98,178.8,453.3,82.3,4,1
187d07e6-9e48-44f1-9e60-0a3427c70886,2515.24,169.8,270.6,83.7,4,1
249f2fb3-eceb-48c9-84af-eeb705ddf1f9,2644.12,161.1,329.3,75.8,4,1
e60513b4-94c9-4b77-b27e-7f9d8795379a,2671.16,127.2,405.5,60.1,4,1
43c6d2f7-95c5-405d-88f6-bb9089083bd0,2641.24,141.0,380.5,61.7,4,1
066548ba-348a-4c79-ac05-d7889726dfa0,3104.64,151.6,430.9,86.0,4,1
ceeb919d-216d-471b-aa6d-cddff61f2e80,4252.3,209.9,645.6,92.2,4,1
e9506e01-69e1-4ecd-8900-57ab9176af88,2510.92,172.1,268.6,83.1,4,1
03c39ee9-6c84-4503-88f0-176f77b509b9,3232.56,235.5,369.3,90.3,4,1
37931f4a-d539-43be-8ced-2b613c1ae64c,2892.66,171.0,354.7,87.8,4,1
25a1246e-ccf1-46ed-a4c4-13a1fb3b346c,2712.13,140.4,402.6,60.0,4,1
cbcc113a-62f9-41e9-a107-7ef3b5fed074,2815.26,179.9,333.9,84.5,4,1
f737860a-c5c3-4d97-b823-2d9910307fb3,3220.82,181.3,432.8,84.9,4,1
5593fbf2-b4b9-463a-93cb-a8918ff82d48,2096.36,111.1,277.8,60.1,4,1
6bdc1a3b-0d2e-4ce3-9476-7d0874542b6b,2401.57,176.6,243.5,80.2,4,1
44b427cd-0e99-47bb-af32-379fd7ee12a3,1978.72,170.7,166.8,69.9,4,1
aaa66dfd-334e-48ff-b4bb-83772d0b2ca7,3275.56,158.6,521.2,61.8,4,1
d0146447-f3d3-4170-94cd-347657a190f0,3108.73,144.8,452.2,80.1,4,1
5fa77f5d-868e-4517-8a1a-18adaf32f6ab,3930.12,150.6,630.9,89.4,4,1
7a9fe7e7-74b2-48eb-a121-e8fafea42ff4,2729.16,146.8,379.0,69.6,4,1
52d04f7e-5cac-4c99-9afd-f6747ed1f2d4,2905.06,232.1,292.6,89.6,4,1
5d5e1386-7696-45ad-ba5b-9e7c2b72350b,2571.45,195.2,260.8,83.0,4,1
8075a0fe-de8d-4515-8475-43f42d534b8f,3897.58,169.8,566.5,105.8,4,1
c813690c-034e-4f99-9274-787a970d0f69,1723.82,122.9,190.2,52.4,4,1
2d1b75bf-82a4-4e72-9049-ea948d0eb9a5,2324.74,155.8,275.7,66.5,4,1
0cb2329b-3268-4f9e-9a10-a02b7dd69a99,2134.5,116.5,276.1,62.7,4,1
aa0aa447-2b3e-4188-b337-c21631c6f8e0,1425.6,226.3,0.0,80.8,4,1
0654ae8a-919d-43ae-bbde-ed1c70361db0,2280.83,154.0,253.2,72.4,4,1
d87a9b1c-2146-4f51-835d-6dfe2a7318e4,2166.32,131.3,265.4,64.4,4,1
2d459ab1-0dd1-45fb-a646-146fc185a6c0,2490.28,88.9,430.6,45.8,4,1
792ef30c-8576-4f53-899e-182d2b5a8156,2175.92,93.3,315.3,60.2,4,1
4d67e0bb-537d-453f-b107-9ab5d8a8f05b,3935.23,154.4,667.1,72.1,4,1
d593decf-1b68-48e6-8f16-35a5d9a2ed0d,3487.8,204.9,482.8,81.9,4,1
c6d380f2-b8ec-4f01-b2b1-ed2c993bae4c,1586.32,143.1,114.1,62.0,4,1
0996523a-6cdc-4bee-aadb-6aaececddd25,3326.08,160.8,491.8,79.5,4,1
7c661d6e-51ce-4dce-a672-dc05f2edbdb1,3262.03,150.3,457.5,92.3,4,1
54372f0b-5bba-443d-bb29-bd1bc6e8efeb,4184.03,167.1,626.1,112.4,4,1
79d3ed74-3787-48c1-8bfb-b7d31d70fad4,2208.59,216.2,142.1,86.2,4,1
996c079c-a983-422d-a789-739275954747,2748.01,110.4,434.5,63.1,4,1
471b43d5-c401-41b5-a570-ccb1634561ac,1850.57,200.4,63.0,88.6,4,1
a7cbf81e-e062-44eb-8674-310f38300516,2246.4,186.2,193.4,80.9,4,1
e712ec2b-4616-40c1-931f-ed6e3d75b0e5,1680.26,94.7,219.5,47.1,4,1
504498b4-2adf-4efb-962b-5e8a3a879019,2790.71,122.9,394.9,80.0,4,1
577a4aa7-5642-44ee-a9a8-8b2afcd41847,3084.46,187.4,343.6,106.7,4,1
62dbd2a0-a604-48df-ae5c-f8b2286793ea,2710.43,126.9,394.3,69.5,4,1
b910f58f-4e43-4fbf-9889-49da84493160,4060.58,180.1,632.3,90.1,4,1
f37dc723-b9fc-4820-a1ce-81fde56804fe,2770.39,119.9,458.1,51.0,4,1
927a86ce-07c8-4dd5-8eab-abeb0adcfd38,3341.12,183.6,467.7,81.7,4,1
c09412b6-5333-4085-9d33-f57644e25cf8,1668.93,150.1,127.3,62.2,4,1
c283262c-4bac-4e30-b7d2-344c213e0992,3546.65,187.4,432.6,118.5,4,1
e81544ee-5081-47d2-94c7-8ee90f2cefd4,1870.46,100.3,220.5,65.2,4,1
da7f494c-94df-4728-89d8-fabf9d01a16e,1734.62,105.8,221.7,47.2,4,1
b87b47fc-6b26-4880-afca-8d3b7dcf51de,2672.47,196.3,268.2,90.5,4,1
7614e0fa-00a5-4399-aba6-add544c3bb5c,2347.2,129.3,286.8,75.9,4,1
2f72db05-3f65-47dd-ba57-4f18266e09b1,1882.89,108.7,234.0,56.9,4,1
26dc8958-a46c-462a-b873-4dd8abc2dead,1454.67,148.4,93.1,54.3,4,1
ea1620b3-3f26-41ae-80ae-63b87a063009,3755.77,128.2,643.0,74.6,4,1
5e3d5951-2d67-4326-89a2-bad3be7beb6c,2102.78,109.4,285.4,58.1,4,1
4b0812ed-4304-4622-9253-2dc65b358db2,2738.91,164.4,312.0,92.6,4,1
a733d237-fbba-471c-8bd8-935608bdcc64,2254.58,127.9,285.0,67.0,4,1
1ec3f9bd-df3c-4b2c-afd6-821fd41ef563,3096.95,181.0,317.6,122.5,4,1
cc3eb46a-9d4b-4fe9-a380-0887728c4655,2370.53,102.8,352.6,60.9,4,1
82e41f06-ef28-46fd-ad46-0c988ad3bf9b,2867.38,119.6,464.8,58.9,4,1
9d671627-fb54-4e1e-8e98-717a0abc0c4f,3154.86,159.7,487.3,63.0,4,1
488e34f6-b12d-4f8d-bffa-44a40945a9fd,2630.3,140.1,309.7,92.4,4,1
6007b4f7-62b4-467b-8968-220bc34d72c8,2938.49,121.0,478.4,60.1,4,1
16dc3d27-d233-4b4e-8083-72902b8a5920,2121.05,192.1,164.2,77.4,4,1
cad1ccae-8165-4891-9644-b361836c068a,2894.07,108.7,482.1,59.0,4,1
e8cc137e-b8fc-4678-a2c2-c73a63df0ae6,2915.75,205.5,357.8,73.6,4,1
03c73d3e-fc5a-4630-bead-9a411c2011fb,2309.8,207.7,186.2,81.6,4,1
7b013f88-bef3-430a-a920-e97c6eb6cd63,4606.7,161.1,753.7,105.3,4,1
a9f9e677-99f8-4b9a-a3d8-f2ee2545a99d,2944.1,202.7,357.4,78.2,4,1
5db72579-f78d-4b98-99b7-9ca6a7feaf4b,2657.43,179.0,321.4,72.9,4,1
cafd698f-cd1a-4fcf-9e83-27bcae7524e2,4620.74,192.1,701.3,116.4,4,1
c1931275-317c-492d-b267-2c8fdca19057,2080.65,214.4,104.4,89.5,4,1
07f0e32c-e396-499f-83b6-9d1efa585f45,2522.52,156.3,263.5,93.7,4,1
e7bfa308-f96e-4892-bc93-729dadf617c3,2687.27,218.4,228.7,99.9,4,1
428323a6-34f7-4b21-abea-c5c657942f1a,2149.66,145.6,251.2,62.5,4,1
c02a2436-041e-4d3c-be48-05032adbf6e0,1734.82,108.0,197.4,57.0,4,1
6703ed28-a109-4bf3-b2b2-33db463461ae,2795.99,179.8,337.5,80.7,4,1
aaea73b0-61ff-419d-ade6-202ac7a25df2,1707.05,170.1,111.7,64.4,4,1
59a379e1-94fc-4856-8a44-bc6b5e7fbc58,3230.29,164.1,443.6,88.8,4,1
8842bed6-c35a-4ded-86b2-c75b01b92e17,4554.57,204.8,691.0,107.9,4,1
f759f13e-7405-4817-b9b9-83e4e7ff2076,3241.85,119.4,524.8,73.9,4,1
f12d0b56-5e90-457a-a63d-2ea0d145092c,3282.3,177.9,442.1,89.1,4,1
236e9ce7-555a-4c69-ba18-533f61e453c4,3035.83,143.5,423.6,85.3,4,1
20e9c6de-e298-4625-8e96-6c3dacece6d4,2903.08,103.0,516.2,47.4,4,1
b43052bd-2f79-43bb-91f8-489b8056b86c,3384.75,199.4,436.1,93.7,4,1
2583b7f8-4b14-43ce-8e7d-25b3cb853450,1776.08,101.7,213.0,57.5,4,1
6d0576e3-f7ee-4749-8521-d0d619390900,2239.91,124.2,315.8,53.3,4,1
5c149ee2-e6c5-4f3a-b1a7-3b0f8d385ffd,3249.02,211.5,421.7,79.6,4,1
0e68c346-4df4-4cba-8edd-bc41771bb35e,1958.85,116.4,241.5,58.6,4,1
dfb15e9c-1c20-4b60-8c4b-7033e876e0c1,3058.79,174.6,365.3,99.9,4,1
2e5edb65-6a42-4dda-bba6-280ad1640384,2903.72,162.4,326.6,105.3,4,1
599ff81f-6be8-4fff-baf2-6531c4369341,2981.29,245.8,259.5,106.7,4,1
b09cdceb-9b1d-468e-b697-146ca974d699,2152.6,163.7,180.5,86.2,4,1
dbb9fdb3-6b91-4eb3-a9df-1ec8a4b019ba,1954.8,125.8,237.7,55.6,4,1
fb008fa0-f24f-41f8-9d03-86ca06bb8e35,2578.19,224.2,212.5,92.4,4,1
5a54e13f-aab1-431f-9ce3-9f88ee052889,3305.18,178.1,416.5,103.0,4,1
6dd85b5b-9bae-4758-ac65-38a9254de5b2,3234.45,150.8,435.5,98.8,4,1
ab00b27a-cdb0-4efd-b944-a407dad27fda,3734.11,191.0,546.2,87.2,4,1
2b9f8624-c551-485f-ac4b-b93fb150d31c,1817.76,102.5,239.8,49.8,4,1
00376c7f-5be4-49a0-aeec-192563af7945,2020.99,179.6,182.4,63.7,4,1
786d1960-5e0f-4113-88b8-5659974fc401,1398.23,121.2,128.3,44.5,4,1
4cf6dc8c-0f34-46d5-b1a8-125197a8b1b5,2770.84,220.9,252.8,97.3,4,1
46c0f8e6-a9c2-4094-8dbd-d8d213da9979,2371.33,177.2,222.5,85.9,4,1
1fccdfe0-800f-4b97-9707-7200a2512e22,1852.4,95.2,245.5,54.4,4,1
a3dd54c1-7a4c-4285-a19b-d5fdc706aa48,2154.25,112.2,316.9,48.7,4,1
06bad086-9b59-40c5-84c0-29d4c0549937,3064.11,180.9,335.1,111.1,4,1
e67a18a5-4ca2-4e01-9080-74b25c610e19,1184.97,111.5,87.2,43.4,4,1
11cd9adf-9370-4efd-bc88-5322463a1324,3691.42,181.3,522.6,97.3,4,1
435a3073-bf81-4e93-9f51-d7e924023dc4,3359.5,188.8,462.1,84.0,4,1
3430555f-a53b-425f-bc82-7fa531f054db,3802.57,162.6,589.0,88.4,4,1
f506d276-9bad-4e42-81ed-cada7047d40f,1971.5,181.2,112.8,88.4,4,1
bb9e95f1-88f1-4ad3-a202-5ce47dd97ed1,2785.09,154.9,359.8,80.7,4,1
04061efa-76c5-441c-ae69-e065a3c7d654,2969.43,129.2,485.3,56.8,4,1
13708b3d-84c7-4545-bd73-cc9aff5be02c,2044.95,149.4,222.9,61.7,4,1
b7930c32-0a20-49f6-b823-7123cfdd18b0,2375.77,224.3,160.1,93.1,4,1
f62c258e-b739-4ff0-9a09-7c906a4b5765,1854.06,108.3,241.0,50.7,4,1
