calories_kcal,protein_g,carbs_g,fat_g,meals_per_day,snacks_per_day
3787.55,153.5,593.2,89.0,5,2
2631.9,144.6,348.7,73.2,4,1
4190.07,171.1,603.8,121.2,5,2
1649.46,155.9,100.3,69.4,4,1
1912.02,85.7,256.0,60.6,5,1
2613.22,152.0,314.5,83.0,5,2
2620.88,97.9,430.3,56.5,6,2
1440.96,125.8,111.0,54.9,4,1
2681.51,132.9,417.8,53.2,5,1
3450.68,188.4,473.6,89.2,5,2
2621.69,194.8,286.3,77.5,4,1
2363.25,202.3,195.5,85.8,4,1
2946.66,116.0,490.0,58.1,5,2
2917.98,131.4,449.6,66.0,5,1
2937.28,191.1,354.1,84.1,4,1
2425.13,121.5,285.0,88.8,5,2
1368.3,117.1,98.2,56.3,5,1
3736.7,221.0,481.3,103.1,4,1
1983.35,135.4,241.4,52.9,4,1
1749.86,118.3,206.4,50.1,4,1
2658.92,217.5,258.9,83.7,4,1
2247.78,191.2,179.8,84.8,4,1
2327.89,149.2,280.9,67.5,4,1
1353.45,124.7,104.8,48.4,4,1
3995.23,208.0,564.6,100.5,4,1
3126.34,133.2,467.1,80.6,5,2
3811.97,163.3,567.6,98.7,5,2
2604.45,90.0,460.1,44.9,6,1
3287.36,126.2,523.9,76.3,5,1
2484.92,120.5,366.3,59.8,6,2
3198.23,186.8,374.8,105.8,5,2
3267.21,154.6,512.4,66.6,5,2
2972.5,104.9,491.1,65.4,5,2
3594.33,167.9,547.3,81.5,6,2
3181.99,123.9,486.9,82.1,6,2
2314.61,134.9,307.1,60.7,5,2
2423.79,214.4,214.9,78.5,4,1
3101.78,205.0,367.6,90.2,4,1
1591.55,116.4,160.1,54.0,5,1
3533.17,193.7,499.2,84.6,4,1
2805.45,228.8,292.5,80.0,4,1
2225.43,154.9,262.9,61.6,4,1
2915.55,206.8,347.7,77.5,4,1
4282.64,189.8,620.8,115.6,6,2
2696.82,122.7,413.7,61.3,4,1
3686.0,219.3,480.1,98.7,4,1
1457.97,150.2,81.7,58.9,4,1
2403.5,89.1,390.3,54.0,4,1
2550.53,209.0,217.9,93.7,4,1
3650.26,145.6,575.7,85.0,4,1
3225.24,148.2,506.8,67.2,5,2
1804.91,150.2,175.9,55.6,4,1
2977.0,194.4,347.7,89.8,4,1
1821.87,136.7,199.5,53.0,4,1
2418.63,195.7,222.2,83.0,4,1
2454.75,103.6,400.8,48.6,4,1
3001.82,150.9,420.6,79.5,4,1
1841.88,140.2,179.0,62.8,4,1
2592.65,144.8,337.7,73.6,5,1
1970.45,121.9,257.4,50.3,4,1
3109.64,123.6,464.6,84.1,5,2
2977.07,134.6,414.5,86.7,6,2
3066.31,243.9,302.7,97.8,4,1
1517.73,116.2,148.3,51.1,4,1
3806.29,170.7,573.7,92.1,6,2
2740.3,157.8,300.4,100.8,5,2
1998.19,114.1,260.6,55.5,4,1
3026.52,161.2,395.4,88.9,6,2
1660.36,156.0,111.3,65.7,4,1
3491.78,197.2,500.3,78.0,4,1
2129.16,107.2,327.1,43.5,4,1
3731.95,167.4,566.8,88.3,5,1
2249.75,144.5,272.5,64.6,5,1
2483.69,196.5,235.4,84.0,4,2
4165.7,144.1,742.9,68.6,5,2
2490.63,103.2,379.2,62.3,6,1
3666.53,157.7,544.0,95.5,5,2
3539.92,146.8,542.6,86.9,5,2
1995.08,150.2,215.0,59.4,4,1
1845.33,201.0,80.1,80.1,4,1
1601.9,144.2,132.5,55.0,4,1
2460.35,108.9,386.7,53.1,5,1
2360.29,116.8,355.9,52.2,4,1
3789.43,130.7,659.5,69.9,6,2
1901.2,121.3,239.4,50.9,4,1
4158.67,172.0,654.3,94.8,5,2
1773.94,158.8,141.1,63.8,4,1
3285.11,133.2,553.9,59.6,6,2
3449.58,179.1,413.0,120.1,6,2
3258.66,152.1,471.0,85.1,4,1
2304.17,140.6,273.7,71.9,4,1
2584.66,178.4,279.2,83.8,4,1
1559.55,159.4,99.1,58.4,4,1
1511.99,137.8,114.1,56.1,4,1
4025.16,193.5,553.7,115.1,5,2
2574.99,107.8,420.3,51.4,4,2
2949.01,220.2,314.7,89.9,4,1
1913.58,148.5,182.3,65.6,4,1
1953.94,132.1,202.5,68.4,4,1
2254.62,197.2,161.3,91.2,4,1
2735.26,138.2,335.2,93.5,5,2
2261.86,157.0,262.1,65.0,4,1
1837.64,161.8,149.1,66.0,4,1
3123.99,148.3,472.0,71.4,5,1
3144.0,184.3,333.2,119.4,6,2
4076.0,198.1,579.3,107.3,4,2
4207.96,170.1,671.4,93.6,5,2
3334.72,195.4,434.6,90.5,4,1
2645.08,190.3,270.4,89.1,4,1
1331.59,124.6,88.1,53.4,4,1
2304.2,100.1,350.0,56.0,6,2
3263.8,107.9,563.6,64.2,5,2
2461.96,164.1,324.2,56.5,4,1
2050.68,104.9,252.2,69.2,6,1
1746.48,143.4,153.4,62.2,4,1
3893.86,158.9,635.0,79.8,5,1
2770.62,142.2,323.9,100.7,6,2
3262.31,195.6,438.4,80.7,5,1
2678.67,202.4,287.8,79.8,4,1
2261.33,231.4,104.5,102.0,4,1
2426.66,153.3,281.1,76.6,5,1
2907.88,176.6,361.1,84.1,4,1
2205.78,108.3,318.0,55.6,4,1
2067.06,103.7,271.9,62.7,6,1
3286.01,200.4,428.4,85.6,4,1
3775.57,215.6,501.4,100.8,5,2
1935.68,218.4,55.4,93.4,4,1
3235.52,220.6,390.2,88.0,4,1
2393.34,206.5,197.2,86.5,4,1
2847.68,214.2,277.2,98.0,4,1
2998.78,161.3,398.2,84.5,6,2
3680.16,144.3,633.5,63.2,6,2
3260.57,131.5,494.1,84.2,5,2
3077.31,122.8,515.6,58.2,5,2
3808.96,210.0,509.8,103.3,5,1
2583.51,146.2,324.3,77.9,5,1
1896.42,158.5,184.3,58.4,4,1
4233.66,181.7,634.6,107.6,4,1
3036.25,164.3,417.5,78.8,5,1
1549.9,113.0,174.3,44.5,4,1
2730.82,126.3,404.4,67.6,5,1
2198.11,138.3,275.9,60.2,4,1
2849.71,155.3,396.8,71.3,6,2
2768.29,171.4,283.8,105.3,5,2
3606.12,190.4,421.1,128.9,5,2
2769.45,190.4,320.0,80.9,5,2
1425.08,100.6,159.5,42.7,4,1
2460.14,117.2,331.7,73.9,6,2
3477.1,174.8,491.9,90.0,5,1
2532.35,177.2,273.1,81.2,4,1
2203.84,148.1,232.2,75.9,4,1
1147.73,113.2,74.0,44.3,4,1
2058.37,97.7,283.8,59.2,5,2
3559.33,177.0,499.5,94.8,4,1
3375.22,138.3,536.5,75.1,4,1
1862.17,164.5,170.0,58.3,4,1
3032.19,143.9,421.5,85.6,5,2
3554.72,173.9,550.6,73.0,5,2
3975.84,218.2,560.1,95.8,4,1
2619.99,183.5,314.0,70.0,4,1
2637.2,160.7,323.3,77.9,4,1
2531.1,124.5,365.3,63.6,6,2
2560.31,137.0,321.6,80.7,4,1
2670.92,135.5,376.2,69.4,5,2
2123.37,99.3,310.3,53.9,5,2
3146.13,216.3,381.3,84.0,4,1
2611.84,105.7,411.9,60.1,5,1
3229.8,169.3,447.5,84.8,4,1
1972.03,175.2,164.8,68.0,4,1
2451.25,194.7,251.4,74.1,4,1
4053.83,180.8,629.5,90.3,4,1
1372.17,121.1,123.3,43.8,4,1
1934.07,115.9,244.7,54.7,4,1
3016.51,188.3,331.3,104.2,4,2
3631.21,165.6,554.8,83.3,5,2
2911.97,105.0,495.1,56.8,5,1
2720.35,145.7,353.7,80.3,5,2
1274.03,138.4,66.1,50.7,4,1
3347.14,205.7,415.4,95.9,4,1
2293.81,219.7,135.5,97.0,4,1
2481.72,167.2,274.0,79.7,5,1
2647.73,159.4,357.6,64.4,5,1
2101.45,150.4,204.0,76.0,4,1
3790.54,169.9,580.4,87.7,5,1
1302.06,142.5,53.8,57.4,4,1
2068.9,111.1,254.3,67.5,5,2
1743.87,127.8,192.6,51.3,4,1
1638.57,131.8,148.2,57.6,4,1
4502.58,175.3,681.1,119.7,5,2
2429.94,162.8,299.0,64.7,4,1
1954.81,123.6,247.6,52.2,4,1
2086.71,137.8,244.2,62.1,4,1
4165.66,176.5,661.6,90.3,5,1
2253.06,199.7,181.6,80.8,4,1
1862.59,110.0,254.1,45.2,4,1
3795.17,169.2,593.7,82.6,4,1
2228.09,217.0,113.9,100.5,4,1
2159.25,196.7,174.2,75.1,4,1
2245.5,114.8,280.9,73.6,6,1
3008.17,209.6,316.7,100.3,4,1
2875.6,134.6,431.9,67.8,4,1
3208.32,175.0,408.7,97.1,4,1
1927.31,136.4,207.3,61.4,4,1
3661.73,191.5,481.5,107.7,5,2
1622.04,134.3,154.6,51.9,4,1
2377.69,175.9,232.6,82.6,4,1
3361.05,151.7,505.3,81.4,6,2
1854.46,123.8,220.7,52.9,5,2
2391.98,143.8,326.5,56.8,4,1
2697.41,166.4,330.7,78.8,4,1
4400.09,189.5,692.3,97.0,5,1
1486.75,112.4,143.0,51.7,4,1
2006.27,89.3,314.4,43.5,6,1
2018.69,138.7,242.4,54.9,4,1
1706.09,133.1,174.3,52.9,4,1
3550.16,147.4,574.6,73.6,5,2
2672.03,221.4,239.7,92.0,5,1
1267.33,129.0,79.0,48.4,4,1
3390.62,198.9,453.5,86.7,4,1
3218.88,142.5,520.8,62.8,6,2
1498.08,117.0,156.2,45.0,4,1
3259.08,128.1,537.9,66.1,4,1
2436.8,108.0,368.0,59.2,5,2
2466.44,153.3,330.2,59.1,4,1
2260.92,192.9,184.3,83.5,4,1
1920.13,203.7,94.3,80.9,4,1
2171.79,164.4,228.3,66.8,5,1
3317.62,144.9,522.0,72.2,5,2
2586.07,150.4,297.4,88.3,5,2
2619.52,87.4,431.2,60.6,5,2
2509.07,175.2,303.4,66.1,4,1
2111.51,119.1,291.1,52.3,4,1
2006.08,113.5,254.8,59.2,5,2
2024.47,121.6,264.6,53.3,5,1
3809.67,178.8,517.5,113.9,5,2
3730.27,147.3,606.0,79.7,5,1
1793.78,158.8,122.2,74.4,4,1
1885.11,183.1,123.2,73.3,4,1
2699.8,222.9,268.6,81.5,4,1
2580.96,202.5,271.9,75.9,4,1
2015.73,185.7,138.7,79.8,4,1
3930.95,153.5,642.9,82.8,5,2
2939.12,233.9,279.9,98.2,4,1
2876.28,211.1,312.9,86.7,4,1
2187.42,109.1,329.8,48.0,4,1
2859.82,137.3,398.8,79.5,4,1
2411.9,152.3,279.4,76.1,4,2
2163.43,187.5,186.2,74.3,4,1
3387.6,198.7,447.1,89.4,5,2
3279.34,154.4,476.4,84.0,4,1
3255.66,135.1,536.9,63.1,4,1
2892.03,151.0,369.4,90.0,4,1
2178.86,120.8,259.9,72.9,5,2
2743.99,120.8,408.4,69.7,5,1
1722.3,188.9,81.9,71.0,4,1
1548.17,117.1,162.9,47.6,4,1
2386.31,205.9,156.5,104.1,5,1
2505.03,100.3,403.3,54.5,5,2
2343.92,118.3,356.2,49.5,4,1
2760.15,198.6,299.4,85.3,4,1
3292.31,192.3,393.3,105.5,5,2
2158.69,94.9,334.7,48.9,4,1
3869.92,157.7,633.2,78.5,4,1
2168.74,143.3,240.0,70.6,4,1
2523.19,132.3,345.9,67.8,6,2
3257.58,115.1,574.0,55.7,6,2
2736.82,138.6,354.8,84.8,5,2
2973.59,143.2,474.5,55.9,5,1
2670.26,96.2,459.7,49.6,5,2
2743.12,154.0,373.0,70.6,4,1
2794.47,226.2,243.2,101.9,4,1
3347.1,226.7,397.7,94.4,4,1
3563.14,141.6,575.8,77.1,6,2
2826.44,123.3,446.6,60.8,4,1
2901.94,132.4,453.2,62.2,4,1
3655.07,234.5,455.0,99.6,4,1
3187.15,205.7,311.4,124.3,5,2
2991.45,204.7,332.9,93.5,4,1
4408.73,174.2,655.1,121.2,5,2
3956.47,140.7,659.0,84.2,5,2
2795.39,130.4,404.2,73.0,5,2
2688.5,90.5,485.5,42.7,4,1
2463.62,171.5,301.6,63.5,4,1
1770.6,99.0,229.3,50.8,5,1
2509.46,156.5,310.9,71.1,5,1
3463.74,188.7,493.6,81.6,4,1
2034.8,183.6,180.8,64.1,4,1
2307.35,99.9,356.4,53.6,5,1
1409.4,109.8,148.9,41.6,4,1
2885.58,151.7,379.8,84.4,4,1
2604.34,155.3,302.4,85.9,5,2
2813.95,200.3,309.0,86.3,4,1
4120.34,185.5,621.2,99.3,5,1
2391.48,164.9,282.2,67.0,4,1
3201.53,151.7,447.5,89.4,5,2
2717.48,181.8,335.9,71.9,5,1
3010.03,144.4,420.2,83.5,5,2
3182.81,122.9,520.3,67.8,6,1
2714.01,223.9,244.6,93.3,4,1
3970.19,168.3,641.1,81.4,5,2
1470.94,121.2,132.7,50.6,4,1
2379.46,190.9,218.5,82.4,5,1
2977.61,178.4,366.7,88.6,5,2
3090.98,239.2,325.9,92.3,4,1
1943.88,143.1,212.5,58.0,4,1
2820.23,121.9,429.2,68.5,5,2
2460.03,101.3,350.1,72.7,6,1
2098.6,120.0,276.2,57.1,5,1
2643.53,107.7,443.7,48.6,4,1
2325.93,202.5,195.5,81.5,4,1
3024.67,96.2,550.5,48.7,5,2
2791.51,189.8,293.7,95.3,4,1
3286.62,146.9,493.4,80.6,5,1
3323.19,169.6,491.5,75.4,5,1
2478.45,110.7,388.6,53.4,4,1
1573.84,99.6,190.4,46.0,4,1
2609.67,140.8,357.8,68.4,5,2
2338.14,131.6,317.3,60.3,4,1
2405.86,128.6,359.7,50.3,4,1
2425.54,174.5,259.4,76.7,5,1
2118.59,224.3,112.4,85.8,4,1
2728.36,142.3,387.1,67.9,4,2
3210.07,162.7,406.5,103.7,5,2
1554.45,153.5,79.9,69.0,4,1
1669.17,142.5,161.1,50.5,4,1
2848.69,168.3,362.8,80.5,5,2
2288.4,196.5,194.6,80.4,4,1
3607.03,124.4,638.6,61.6,6,2
2715.36,140.8,387.4,66.9,4,1
2227.97,217.2,155.4,81.9,4,1
2905.69,146.9,380.2,88.6,6,1
1725.0,145.2,153.5,58.9,5,1
2138.74,192.3,141.7,89.2,4,1
2061.91,140.2,243.9,58.4,5,2
2393.75,160.1,274.4,72.9,4,1
2658.55,181.0,272.3,93.9,5,2
2142.44,222.3,123.4,84.4,4,1
2326.02,146.5,301.7,59.2,4,1
2242.9,166.8,215.3,79.4,5,2
1530.93,134.0,128.9,53.3,4,1
1290.87,125.6,80.7,51.8,4,1
3356.34,172.7,439.1,101.0,6,2
3292.79,201.2,400.0,98.7,4,1
1909.96,169.3,153.2,68.9,4,1
2920.85,207.3,327.6,86.8,4,1
2820.64,211.9,289.4,90.6,4,1
2082.05,101.7,291.0,56.8,5,2
1584.45,114.9,188.2,41.3,4,1
3362.92,166.4,519.3,68.9,4,1
2069.24,149.8,246.1,54.0,4,1
1636.08,200.1,2.2,91.9,4,1
1892.84,167.1,168.8,61.0,4,1
2133.7,143.0,261.4,57.3,4,1
3259.58,191.2,412.9,93.7,5,1
2655.63,152.9,349.4,71.8,4,1
1943.65,161.6,151.8,76.7,4,1
2531.18,127.4,363.7,63.0,4,2
3474.19,169.1,457.4,107.6,5,2
2079.91,175.1,177.8,74.3,4,1
1660.66,129.8,154.9,58.0,4,1
2644.97,168.9,260.4,103.1,5,1
2087.95,122.5,232.3,74.3,5,2
3499.54,140.3,573.6,71.5,5,2
1738.56,130.4,187.3,52.0,4,1
2405.47,156.0,256.5,83.9,5,1
3001.86,173.1,407.3,75.6,4,1
1561.6,112.8,160.3,52.1,4,2
2865.97,212.3,304.0,89.0,4,1
1957.03,153.3,200.4,60.2,4,1
3632.93,147.3,589.4,76.2,5,2
2705.07,151.6,339.6,82.2,4,2
1853.13,196.6,97.4,75.2,4,1
3104.85,199.6,306.2,120.2,5,2
2500.11,227.0,188.0,93.3,4,1
1624.46,118.8,185.7,45.2,4,1
1861.75,251.1,0.0,97.0,4,1
1700.88,151.1,141.1,59.1,4,1
1833.96,148.7,183.4,56.2,4,1
2623.81,166.3,285.5,90.7,4,1
2737.15,131.9,426.9,55.7,4,1
2425.06,173.6,221.8,93.7,4,1
2405.2,99.0,384.4,52.4,4,1
2028.6,139.3,194.8,76.9,5,1
2152.34,221.5,108.3,92.5,4,1
2842.26,170.0,352.9,83.4,5,2
4148.13,170.6,638.1,101.5,5,2
1779.4,219.1,11.9,95.1,4,1
3116.05,153.6,477.9,65.6,5,1
1849.68,160.2,158.8,63.7,4,1
1376.41,135.9,74.0,59.6,4,1
2562.96,116.4,384.9,62.0,5,1
2683.58,219.1,249.6,89.9,4,1
3988.14,188.8,564.0,108.6,5,1
2313.39,119.6,330.0,57.2,5,1
4656.82,197.8,771.5,86.6,5,2
2090.68,243.7,46.5,103.3,4,1
2464.95,168.4,273.5,77.5,4,1
3078.94,141.9,445.2,81.1,5,2
2320.43,143.4,301.0,60.3,4,1
1631.73,136.9,147.5,54.9,4,1
2418.94,140.0,316.2,66.0,6,2
2748.89,142.9,422.6,54.1,5,1
2831.29,132.0,431.9,64.0,6,1
3122.55,128.5,493.6,70.5,4,1
2691.49,199.5,291.3,80.9,4,1
2359.2,197.5,221.5,75.9,4,1
1913.86,158.9,166.3,68.1,4,1
1984.05,162.5,193.5,62.2,4,1
3834.79,189.2,560.3,93.0,5,1
3961.96,173.5,589.6,101.1,5,2
2888.78,171.0,338.0,94.8,4,1
3572.78,197.6,503.2,85.5,4,1
2039.59,100.6,299.2,48.9,5,1
3534.37,150.7,553.7,79.7,6,2
2648.38,133.4,380.5,65.8,6,2
3586.85,179.3,506.7,93.7,6,1
2226.41,155.3,257.0,64.1,4,1
2943.16,118.7,482.8,59.7,6,2
1515.48,137.4,111.4,57.8,4,1
3298.24,126.7,516.8,80.5,5,2
2389.15,182.7,243.8,75.9,4,1
2144.8,224.2,133.4,79.4,4,1
1476.15,166.1,33.0,75.5,4,1
3976.6,169.5,613.6,93.8,5,1
2601.84,134.8,344.2,76.2,5,2
1877.6,138.6,184.0,65.2,4,1
1641.12,201.3,1.5,92.2,4,1
2878.44,134.4,402.9,81.1,5,2
1720.33,95.1,212.8,54.3,4,2
2394.46,149.6,333.9,51.1,4,1
4008.82,168.7,629.8,90.5,4,1
3724.11,136.5,652.7,63.1,5,1
1593.73,126.4,148.6,54.9,4,1
4279.58,172.4,692.2,91.2,5,2
2019.18,187.3,137.1,80.2,4,1
1760.53,124.8,203.8,49.6,4,1
1657.22,124.4,184.9,46.6,4,1
2597.17,193.7,274.7,80.4,4,1
2324.75,117.8,329.4,59.5,5,1
3484.04,138.5,546.4,82.7,5,2
2743.09,124.7,410.5,66.9,6,1
1443.95,108.7,138.6,50.5,4,1
2187.48,137.1,280.7,57.3,5,2
3695.96,146.1,603.1,77.7,5,2
3612.57,184.0,531.3,83.5,4,1
1459.97,153.8,74.8,60.6,4,1
3146.35,210.9,382.8,85.7,5,2
2158.1,123.1,296.1,53.5,5,1
3629.02,185.9,524.5,87.5,5,1
2627.54,192.6,251.3,94.7,4,1
2648.41,138.5,370.4,68.1,4,1
1951.64,216.7,55.3,95.9,4,1
2653.29,168.5,323.0,76.4,4,1
3095.41,219.7,355.9,88.1,4,1
2418.95,177.2,241.4,82.7,4,1
2850.82,232.2,272.3,92.5,5,1
1919.52,150.8,185.8,63.6,4,1
2960.07,231.4,296.2,94.4,4,1
2896.67,164.5,321.6,105.8,5,1
2216.14,100.4,361.9,40.8,5,1
2590.27,214.3,253.3,80.0,4,1
2601.46,205.0,262.4,81.3,5,1
3745.45,235.5,487.8,94.7,4,1
2253.6,164.9,206.0,85.6,5,2
2120.17,155.0,230.1,64.4,4,1
3303.81,199.1,433.2,86.0,5,2
1723.25,135.8,175.7,53.0,5,1
2198.28,106.7,306.7,60.5,4,1
2867.7,127.8,473.8,51.2,5,1
2358.8,218.8,158.1,94.6,4,1
2467.09,167.9,236.3,94.5,5,1
1473.84,149.4,80.1,61.7,4,1
3627.67,159.2,557.4,84.6,6,1
3503.6,174.4,486.8,95.4,5,1
2651.13,109.8,427.7,55.7,5,2
2594.42,198.2,253.6,87.5,4,1
1380.8,137.5,88.7,52.9,4,1
3913.22,180.5,603.9,86.2,4,1
2643.91,132.8,404.9,54.8,4,1
3499.57,196.1,477.7,89.4,4,1
2549.26,183.0,297.4,69.7,4,1
3712.74,188.0,480.9,115.3,5,2
3546.66,191.9,497.4,87.7,5,1
2675.04,121.9,415.2,58.5,5,1
2889.32,216.3,310.1,87.1,4,1
1752.03,213.5,15.3,93.0,4,1
1789.99,116.2,220.2,49.4,4,1
2706.6,189.9,276.3,93.5,5,2
3035.01,120.7,512.0,56.0,5,2
2458.2,176.4,278.5,71.0,4,1
3209.14,129.1,530.0,63.6,6,2
2523.45,199.4,224.6,91.9,4,1
2785.59,182.5,286.0,101.3,5,2
1918.83,139.5,204.0,60.6,4,1
1624.7,103.8,200.5,45.3,5,1
1840.42,218.0,29.8,94.4,4,1
3607.98,131.2,601.9,75.1,5,1
2394.87,239.4,119.8,106.4,4,1
4396.96,198.3,637.1,117.2,5,2
2064.7,167.1,167.0,80.9,4,1
3026.9,173.0,386.6,87.6,5,1
2317.24,191.4,211.8,78.3,4,1
1872.3,154.8,178.5,59.9,4,1
2670.71,129.3,373.1,73.4,5,2
1861.05,92.5,265.0,47.9,5,2
1825.03,152.7,148.5,68.9,4,1
2432.03,112.8,343.1,67.6,6,2
2763.46,132.0,383.6,77.9,5,1
3120.96,181.9,427.2,76.1,5,2
4844.09,165.2,792.3,112.7,5,2
2581.6,164.4,225.6,113.5,6,2
1827.9,162.1,128.3,74.0,4,2
3962.06,167.3,609.5,95.0,5,1
2879.79,144.5,388.5,83.1,5,1
2488.67,158.4,327.3,60.7,4,1
3451.33,130.3,522.0,93.6,5,2
2506.93,141.6,352.7,58.8,4,1
2777.51,136.4,378.6,79.7,4,1
2275.8,129.4,309.3,57.9,4,1
2864.27,222.0,261.8,103.2,4,1
3070.28,149.3,429.2,84.0,5,1
3266.82,129.7,517.3,75.4,6,2
1877.84,188.9,90.2,84.6,4,1
3342.77,210.4,406.7,97.1,4,1
2672.21,220.6,237.7,93.2,5,1
2312.27,94.6,377.0,47.3,4,1
1942.7,158.7,192.7,59.7,4,1
1962.22,245.5,47.3,87.9,4,1
2092.53,162.4,208.1,67.8,4,1
2660.17,221.3,237.0,91.9,4,1
3019.06,220.1,316.9,96.8,4,1
2347.16,134.0,268.8,81.8,5,1
2311.05,218.5,177.2,80.9,4,1
1345.53,111.0,111.1,50.8,4,1
2734.53,94.5,483.1,47.1,5,2
3968.39,139.5,700.8,67.5,5,2
2152.6,187.4,164.0,83.0,5,2
2820.02,179.4,266.7,115.1,5,2
2300.46,165.1,273.2,60.8,4,1
2423.43,114.1,362.6,57.4,4,1
2447.5,204.3,168.7,106.2,5,1
4714.16,167.1,794.8,96.3,5,2
3371.72,134.4,555.1,68.2,5,2
2519.78,167.8,302.0,71.2,4,1
3318.79,147.8,494.9,83.1,5,1
2973.64,161.5,324.9,114.2,5,2
2237.54,120.4,299.0,62.2,4,2
4067.54,178.0,652.7,82.7,4,1
1374.38,133.2,65.1,64.5,4,1
1953.9,119.6,231.0,61.3,5,1
1788.23,118.1,213.9,51.1,4,1
2494.7,128.6,374.3,53.7,4,1
3546.24,242.1,460.5,81.7,4,1
2966.72,154.3,412.1,77.9,5,1
2658.66,207.1,254.0,90.5,5,1
2296.76,128.2,274.5,76.2,5,2
1929.85,131.6,232.0,52.8,4,1
1880.11,117.5,248.1,46.4,4,1
2707.87,103.1,474.0,44.4,6,2
1680.5,196.3,59.6,73.0,4,1
1425.43,137.5,71.1,65.6,4,1
2049.74,158.0,179.3,77.8,4,1
2782.85,150.5,298.8,109.5,5,1
4677.79,200.8,756.9,94.1,4,1
1713.91,117.1,192.6,52.8,4,1
4503.48,195.8,675.0,113.4,5,2
2438.33,246.1,171.6,85.2,4,1
3335.92,168.9,472.5,85.6,4,1
2135.81,103.6,323.5,47.5,4,1
3390.25,143.9,525.4,79.3,5,2
3203.85,116.2,554.7,57.8,5,2
1267.49,102.6,105.2,48.4,4,1
3136.81,184.0,406.0,86.3,5,1
2109.86,180.7,181.8,73.3,4,1
2626.84,180.4,280.7,87.0,4,1
3076.4,226.3,333.6,93.0,4,1
2609.17,205.4,247.4,88.7,5,1
2204.62,159.9,227.6,72.7,4,1
1564.56,208.1,5.8,78.8,4,1
3287.31,167.1,472.8,80.8,5,1
3173.57,156.4,442.4,86.5,5,2
2756.56,132.5,359.0,87.9,6,2
2204.1,115.6,318.6,51.9,4,1
1559.55,102.2,187.6,44.4,4,1
2354.86,189.0,226.0,77.2,4,1
2629.96,180.7,294.6,81.0,4,1
2597.54,111.8,394.4,63.7,5,1
3484.39,165.2,513.0,85.7,6,2
3118.51,164.4,421.3,86.2,5,2
2716.97,124.4,437.0,52.4,5,2
2194.18,139.7,259.4,66.4,4,2
2626.8,153.6,340.2,72.4,4,1
2282.25,139.9,283.5,65.4,4,1
1967.7,113.0,238.5,62.4,6,2
2926.03,156.4,387.5,83.4,4,1
2031.21,219.6,96.3,85.3,4,1
1547.21,104.9,179.4,45.6,4,1
3821.74,166.2,597.6,85.2,5,1
3020.2,144.4,454.9,69.2,5,1
2208.9,124.7,279.3,65.9,6,2
2046.55,203.0,146.5,72.1,4,1
1913.88,193.4,99.4,82.5,4,1
1653.74,146.6,143.8,54.7,4,1
2306.1,112.5,313.5,66.9,5,2
2722.09,173.6,324.1,81.3,4,1
1604.55,107.9,176.6,51.9,4,1
3580.45,136.5,602.4,69.5,4,1
2469.02,140.4,314.0,72.4,4,1
3789.94,230.6,489.3,101.1,4,1
2379.67,123.2,325.7,64.9,5,1
1991.18,87.9,294.1,51.5,6,2
1475.04,148.8,86.7,59.2,4,1
2836.18,188.2,346.9,77.3,4,1
1657.78,179.9,82.2,67.7,4,1
2514.93,205.1,236.7,83.0,4,1
3082.04,142.8,419.8,92.4,5,1
3413.17,196.4,449.8,92.0,5,1
4512.11,222.9,690.8,95.2,4,1
3346.48,156.0,547.3,59.2,5,2
1829.93,148.0,189.7,53.3,4,1
3189.82,141.6,430.9,100.0,5,2
3024.64,165.6,428.9,71.9,6,2
2280.33,200.6,184.6,82.2,4,1
2705.51,175.0,351.7,66.5,4,1
2010.8,98.1,294.0,49.2,6,1
2371.44,147.5,294.9,66.9,4,2
2517.81,222.2,210.4,87.5,4,1
2316.95,106.8,326.0,65.0,5,1
1461.94,111.3,148.5,47.0,4,1
2283.4,201.9,189.6,79.7,4,1
2429.2,163.7,218.3,100.1,5,2
2744.97,146.8,315.7,99.5,6,2
3088.38,141.4,447.2,81.6,5,2
4485.73,173.3,720.4,101.2,5,2
3374.96,156.5,524.6,72.3,5,2
2261.5,144.1,253.2,74.7,5,1
2153.43,124.8,276.9,60.8,5,1
1903.53,126.9,220.1,57.3,4,1
3581.41,218.1,452.3,100.0,5,1
3121.74,163.8,402.7,95.1,5,2
1962.63,243.4,46.2,89.4,4,1
2654.21,144.3,371.2,65.8,5,2
2496.01,207.6,238.6,79.0,4,1
3640.06,175.2,515.6,97.4,6,2
2254.99,114.3,299.2,66.8,5,2
1898.88,232.8,36.8,91.2,4,1
3328.42,180.6,437.9,95.0,4,1
2469.93,171.0,288.8,70.1,4,1
2877.6,188.2,371.1,71.1,4,1
2559.92,203.8,231.5,91.0,4,1
2715.44,111.8,434.3,59.0,6,2
2669.27,176.7,306.4,81.9,4,1
2064.23,111.6,283.6,53.7,4,2
1840.51,169.3,143.2,65.6,4,1
2804.73,174.2,364.1,72.4,5,2
2406.65,140.1,333.3,57.0,4,1
1690.42,158.0,122.2,63.3,4,1
3019.35,107.3,481.7,73.7,5,1
2634.03,122.0,415.9,53.6,4,1
2614.36,162.3,331.7,71.0,4,1
2324.71,107.3,366.8,47.6,4,1
2560.34,244.7,181.3,95.2,4,1
2666.73,111.6,393.8,71.7,5,2
3117.24,188.2,403.9,83.2,4,1
