gender,age,height_cm,weight_kg,bodyfat_percent,activity_level,goal_type,goal_delta_kg,goal_time_weeks
0,48,155,104.1,12.7,1,0,0,9
0,25,184,88.8,14.3,2,1,-3,8
0,48,193,59.6,26.7,1,0,0,14
1,33,185,57.8,16.2,4,0,0,7
1,43,168,106.7,26.4,5,2,6,15
1,31,171,63.5,28.0,1,1,-6,12
1,43,167,73.3,14.1,5,0,0,9
0,36,193,99.1,0.0,1,1,-7,11
0,47,153,78.5,15.6,2,1,-6,8
0,49,152,61.0,27.0,4,2,5,12
0,26,188,108.0,13.6,3,1,-7,15
0,42,168,85.6,22.4,4,1,-5,4
1,50,189,55.8,0.0,4,1,-6,7
1,22,151,84.1,19.9,5,2,2,5
1,35,190,84.2,12.8,1,0,0,13
1,42,155,58.5,14.1,4,1,-4,7
0,48,198,83.6,0.0,2,2,3,11
1,42,169,74.1,16.8,4,2,4,7
1,52,163,79.1,29.7,4,0,0,12
1,46,182,67.5,11.4,2,2,3,9
0,32,188,57.6,15.1,1,2,2,8
1,46,159,54.9,28.3,3,0,0,4
0,58,157,85.0,14.1,1,2,4,7
0,38,198,52.9,29.9,3,1,-2,13
0,32,158,97.6,0.0,1,1,-3,9
1,33,190,83.2,21.4,3,0,0,14
1,48,160,63.7,20.0,4,2,7,11
0,43,197,55.2,28.1,3,0,0,4
1,38,191,65.5,0.0,4,0,0,15
1,59,161,59.3,15.9,5,1,-8,8
1,44,172,51.8,13.1,3,2,7,7
0,47,166,57.1,10.4,1,2,5,15
0,48,177,108.8,20.1,3,0,0,4
0,57,189,50.5,19.2,5,0,0,5
0,22,157,94.6,0.0,3,1,-6,13
0,51,186,78.3,28.0,4,1,-6,9
0,33,152,65.2,10.1,4,0,0,15
0,58,172,52.1,16.6,5,1,-6,16
0,23,194,77.4,18.0,3,1,-5,16
1,30,156,90.2,14.7,2,2,7,12
1,30,158,100.5,19.1,2,1,-7,5
0,29,152,73.4,0.0,2,1,-2,16
0,46,183,50.6,15.4,1,0,0,6
0,34,166,86.9,24.6,2,2,8,5
0,21,164,108.4,0.0,3,2,6,11
1,29,152,90.8,23.0,3,1,-5,9
1,24,199,90.5,20.5,4,0,0,5
1,33,172,82.3,12.8,4,1,-6,14
1,51,176,51.7,22.0,5,2,7,16
1,23,179,61.1,0.0,5,2,4,16
1,42,189,71.5,21.4,2,2,3,16
1,36,181,94.5,24.2,4,0,0,4
0,59,177,59.0,29.7,2,1,-8,6
1,45,194,89.3,0.0,2,1,-3,9
1,59,165,64.2,27.7,5,1,-3,11
0,50,150,66.3,20.2,3,2,7,15
0,27,166,68.4,19.6,3,1,-5,14
0,49,164,109.4,0.0,5,2,5,10
1,26,197,74.2,10.7,5,2,5,5
1,60,194,58.2,27.9,3,1,-6,10
0,32,182,93.6,27.8,1,0,0,8
0,45,164,105.8,23.9,4,0,0,8
0,35,174,82.3,17.4,3,1,-6,15
0,30,162,51.9,16.9,1,0,0,6
0,29,184,107.7,23.3,2,0,0,11
0,41,155,98.0,16.4,1,0,0,15
0,40,170,54.9,11.7,3,1,-5,11
1,51,152,83.3,28.6,3,1,-8,5
1,52,187,61.5,11.4,2,2,4,11
1,36,189,51.8,0.0,1,0,0,15
0,60,175,52.9,18.6,5,0,0,15
1,33,168,66.8,24.3,3,0,0,7
1,54,167,52.3,27.6,3,1,-3,13
0,31,186,104.5,24.6,2,0,0,8
1,24,154,105.8,24.6,3,2,8,4
1,38,151,95.7,22.0,5,2,5,14
1,39,158,96.2,15.0,2,2,5,14
1,21,188,98.3,20.3,2,1,-6,13
0,31,156,82.5,22.9,1,2,4,13
0,36,150,67.3,19.9,3,2,2,15
1,21,161,77.9,25.6,2,2,2,14
0,42,194,50.9,0.0,5,0,0,14
0,38,174,69.3,14.1,1,2,8,16
1,41,183,58.9,0.0,3,2,6,16
1,19,150,103.3,11.9,1,0,0,14
0,18,160,100.9,22.7,1,0,0,12
1,57,165,55.8,15.9,5,0,0,14
0,39,194,81.4,14.9,5,1,-3,7
0,48,156,109.9,26.6,4,2,6,13
1,57,157,82.1,14.9,4,2,5,7
0,30,150,86.7,29.1,4,0,0,9
1,40,182,69.0,22.6,1,0,0,15
0,28,176,68.4,22.5,5,1,-6,15
0,52,159,73.0,27.1,5,1,-5,9
1,41,188,71.9,10.5,5,2,8,8
0,21,183,65.6,19.1,1,1,-7,10
0,40,185,59.0,12.9,2,1,-2,11
1,26,164,64.5,14.9,4,1,-2,12
0,38,156,98.0,11.6,3,2,8,5
0,22,162,68.2,24.5,4,2,7,10
1,33,153,70.5,19.5,4,0,0,4
0,49,183,100.8,0.0,1,2,5,7
0,52,168,107.5,0.0,4,0,0,9
0,48,165,72.1,21.5,3,1,-7,10
0,49,200,92.5,29.5,1,0,0,5
0,35,153,100.4,20.5,1,2,3,9
1,27,151,67.5,19.3,5,1,-2,5
1,58,199,76.9,11.4,2,2,7,13
0,49,172,76.7,18.4,3,2,6,6
0,36,184,79.2,27.3,3,1,-6,5
1,49,180,85.7,21.5,2,1,-4,10
1,26,182,101.4,16.2,1,1,-6,9
1,60,177,108.2,18.3,2,0,0,10
1,55,158,99.1,24.8,3,2,3,4
0,28,182,57.2,14.2,2,0,0,14
0,53,189,78.6,25.9,3,0,0,12
1,59,178,52.6,19.4,4,1,-7,15
1,57,191,100.4,25.5,4,1,-7,6
0,34,179,64.7,26.5,5,0,0,5
1,54,151,55.8,24.1,3,0,0,4
1,49,182,69.7,14.9,2,0,0,4
1,37,161,80.3,0.0,3,2,4,12
0,39,155,53.7,21.4,1,1,-7,12
0,23,150,92.8,19.4,2,2,7,14
1,35,157,77.0,18.1,1,0,0,12
0,43,190,89.9,29.4,3,1,-5,14
0,41,152,61.6,12.0,5,1,-4,14
1,55,189,50.4,19.2,1,0,0,13
1,39,191,53.3,18.1,1,0,0,8
0,25,153,108.5,21.3,2,1,-6,12
0,22,156,85.4,17.4,5,0,0,8
0,57,187,105.1,20.9,2,1,-8,10
1,49,170,65.3,16.3,2,2,7,13
1,43,172,97.6,0.0,5,1,-7,16
0,39,152,93.3,10.7,1,2,2,10
0,55,160,75.2,23.0,3,1,-4,15
0,34,193,102.7,23.8,3,2,6,4
0,29,196,57.3,0.0,5,2,5,4
0,57,159,105.6,29.4,4,0,0,15
0,49,180,57.4,28.7,5,2,8,14
0,51,186,75.1,0.0,4,1,-5,8
0,38,184,77.7,26.0,1,2,8,16
1,22,155,63.6,29.4,1,1,-8,16
1,18,178,107.6,20.1,1,2,5,7
1,30,157,50.1,21.3,4,2,4,15
1,38,171,63.3,0.0,2,0,0,4
0,20,194,85.3,22.0,5,2,6,10
0,34,156,61.8,27.0,5,0,0,4
0,40,151,69.2,12.3,4,1,-6,13
1,26,191,104.8,0.0,1,1,-8,14
1,30,192,59.7,28.1,2,0,0,12
0,48,157,82.9,27.5,2,0,0,9
1,41,159,90.4,13.4,3,2,3,12
0,52,159,93.8,11.8,3,2,5,4
1,21,183,65.8,0.0,2,2,6,11
0,22,170,84.1,24.6,1,1,-6,6
1,23,180,76.3,12.7,2,1,-3,9
1,44,193,73.5,26.9,3,0,0,4
1,28,194,67.3,26.4,5,2,7,14
1,21,166,63.1,24.2,4,2,7,12
1,22,161,72.4,10.8,5,0,0,9
1,29,183,74.2,25.0,5,0,0,14
1,47,175,66.7,0.0,2,0,0,12
1,27,154,57.6,17.3,2,2,8,12
1,45,152,107.1,12.6,2,0,0,15
1,30,161,50.9,13.9,3,2,6,9
1,27,180,71.2,24.1,5,0,0,16
1,23,175,57.5,13.3,3,0,0,13
1,41,184,57.4,12.3,2,0,0,8
0,23,193,86.8,27.1,1,2,2,10
1,57,172,102.0,19.7,4,2,6,14
0,44,192,92.3,23.5,1,2,8,16
1,54,156,54.9,13.7,4,1,-7,9
1,59,161,56.4,29.2,3,2,3,12
1,41,199,108.3,28.7,4,1,-6,15
1,28,158,91.2,0.0,4,1,-4,6
1,53,156,95.1,14.8,4,0,0,10
1,33,187,51.4,20.4,5,1,-4,9
1,44,189,77.5,16.2,2,2,4,13
1,18,188,57.1,12.2,5,1,-8,8
1,60,188,84.1,16.3,1,2,3,9
1,50,173,108.5,0.0,2,0,0,14
0,26,178,86.1,17.5,1,0,0,5
0,27,166,80.7,0.0,4,2,7,9
1,46,181,75.5,27.5,4,1,-5,15
0,52,161,78.6,23.4,3,1,-2,4
1,40,178,105.2,12.3,4,2,7,8
0,19,196,55.9,18.3,3,0,0,10
0,54,191,72.9,10.0,5,0,0,8
0,43,169,94.5,21.0,1,1,-3,8
1,22,165,72.1,0.0,5,0,0,14
0,44,173,57.8,0.0,5,2,2,4
1,33,162,61.9,18.3,2,0,0,8
1,57,182,73.5,0.0,1,1,-7,7
1,27,169,105.9,12.2,5,0,0,16
1,45,186,90.7,22.6,4,2,4,9
0,22,171,80.7,11.5,2,2,5,8
0,42,178,88.3,18.2,1,2,5,4
1,28,179,58.4,17.5,3,0,0,9
0,21,174,79.1,0.0,5,2,6,4
1,22,187,60.2,19.5,4,1,-3,7
1,49,187,77.5,24.3,3,0,0,11
1,32,166,89.5,0.0,1,1,-8,14
1,47,176,51.6,10.0,4,0,0,14
1,59,179,57.8,0.0,1,0,0,14
1,36,175,78.0,13.0,1,2,8,10
0,43,177,75.4,0.0,5,0,0,12
0,60,162,82.4,27.3,2,0,0,13
1,34,181,98.2,15.0,3,1,-8,4
1,34,166,64.1,19.0,4,2,2,5
1,60,170,56.9,21.4,4,1,-2,4
0,60,185,75.8,23.1,2,0,0,10
0,31,162,68.7,0.0,2,1,-4,11
1,54,163,71.5,13.6,4,1,-3,11
0,37,173,67.7,21.6,3,0,0,8
0,42,155,76.3,28.0,1,1,-8,15
0,18,152,94.3,0.0,2,1,-7,14
0,51,194,55.6,19.7,5,2,2,13
1,38,167,88.9,18.5,3,1,-3,13
1,25,161,88.5,16.0,5,1,-3,7
0,48,150,87.5,11.6,3,1,-5,8
0,56,188,59.3,25.5,3,1,-6,16
0,48,175,91.7,27.2,4,2,3,8
1,20,184,78.3,29.3,3,0,0,6
1,32,168,62.5,20.6,5,1,-8,13
1,39,157,50.1,18.5,3,0,0,12
0,41,180,86.8,12.4,4,2,4,8
0,34,173,107.4,15.0,2,2,7,14
0,45,179,72.3,26.9,4,0,0,5
1,24,161,102.7,14.8,1,0,0,11
1,56,198,98.1,15.0,2,2,2,5
0,46,181,75.5,14.6,1,1,-4,15
0,30,164,64.6,10.5,1,2,3,11
1,58,162,60.0,27.5,3,0,0,4
1,57,198,57.0,14.2,1,2,5,14
1,54,162,63.9,0.0,2,0,0,11
0,41,189,69.8,28.2,2,2,8,9
0,23,196,57.2,23.5,5,0,0,16
1,30,170,77.1,23.7,4,1,-3,13
0,31,171,89.0,27.8,1,1,-2,6
0,29,179,99.2,23.1,3,2,6,15
0,24,184,94.9,11.2,2,2,3,12
0,19,169,100.2,21.7,5,2,5,5
1,52,184,78.9,27.2,4,2,7,7
1,30,168,79.6,10.6,3,0,0,4
1,20,177,61.9,0.0,5,1,-5,11
1,28,187,53.1,15.4,4,0,0,6
0,18,150,54.8,17.9,5,2,3,14
0,18,192,66.9,25.5,4,0,0,13
0,39,189,66.8,27.1,3,2,6,16
1,44,160,75.6,18.3,4,1,-8,5
0,47,152,77.0,24.3,3,1,-6,13
1,35,170,76.6,17.3,2,2,5,8
1,52,174,75.8,26.4,3,1,-2,6
1,40,174,74.8,10.5,1,0,0,10
1,57,157,101.5,10.8,1,1,-8,13
1,34,163,84.9,10.5,5,1,-7,4
0,48,167,94.6,22.4,3,1,-8,12
1,19,200,83.8,23.2,4,0,0,14
0,19,195,99.0,15.5,4,0,0,15
0,46,161,105.9,14.0,5,0,0,11
0,44,197,106.2,23.0,2,0,0,7
1,39,197,74.8,28.4,3,0,0,6
1,39,161,77.5,0.0,2,2,5,9
0,48,170,80.9,23.1,1,1,-7,9
1,59,158,66.5,22.6,5,1,-5,6
0,52,177,89.1,17.9,5,2,3,16
0,36,189,77.6,17.6,4,1,-4,5
1,42,175,75.8,10.4,2,2,6,7
1,50,169,95.6,14.3,2,0,0,6
1,32,170,90.9,14.5,2,2,5,16
1,39,161,66.8,11.5,4,2,6,11
1,34,174,109.2,16.4,5,1,-3,14
0,19,197,106.9,24.0,1,2,4,13
1,60,200,50.9,0.0,3,0,0,15
0,58,163,88.0,14.3,2,1,-3,5
0,37,158,109.3,18.3,3,1,-7,10
1,18,179,59.5,11.8,3,1,-4,4
0,48,159,82.6,0.0,3,0,0,10
1,46,194,66.7,11.1,3,2,6,12
0,56,154,109.2,15.4,1,0,0,11
1,28,185,104.8,0.0,2,2,8,8
1,23,169,50.2,29.9,3,1,-2,16
0,47,157,96.9,11.4,1,2,6,4
0,28,198,61.9,16.0,4,2,7,8
0,33,199,101.0,16.8,4,0,0,14
0,49,166,72.7,0.0,2,1,-8,11
1,28,166,99.7,16.2,3,2,5,15
0,48,164,62.3,27.2,5,1,-4,5
0,24,150,68.3,29.7,3,2,6,16
1,58,168,74.5,12.3,1,0,0,13
1,48,172,109.0,14.9,3,1,-6,8
1,25,197,80.6,16.7,2,2,3,6
0,53,159,50.8,16.8,5,2,3,16
0,29,191,100.5,17.8,5,2,8,16
1,31,158,96.2,14.1,3,2,2,5
1,38,159,103.4,19.3,3,0,0,14
0,40,173,52.3,23.8,5,2,4,13
1,48,183,54.6,12.5,5,2,2,4
0,35,195,79.9,0.0,4,1,-7,5
1,56,191,50.3,21.1,5,2,6,13
1,40,152,74.0,25.0,5,1,-8,5
1,24,167,90.2,28.0,4,0,0,8
1,53,173,91.6,25.7,5,0,0,14
1,45,186,51.7,13.4,2,1,-4,16
0,48,156,101.1,22.7,4,2,3,5
0,53,180,104.9,20.5,4,0,0,12
1,51,193,74.3,12.9,3,1,-4,9
1,25,198,51.7,13.2,4,1,-8,8
0,18,153,93.4,25.2,4,2,5,5
0,40,166,57.5,0.0,3,1,-6,15
0,19,167,97.4,14.5,2,1,-4,10
0,54,180,66.7,0.0,4,0,0,11
1,19,180,94.7,0.0,1,0,0,10
0,22,192,64.6,23.7,5,1,-4,8
1,29,170,74.3,22.3,3,1,-4,9
0,34,173,74.2,27.2,1,0,0,9
0,54,199,76.5,0.0,4,2,5,9
0,38,180,57.8,10.8,2,0,0,7
1,51,191,71.9,21.9,2,1,-6,5
0,28,173,94.4,28.7,5,0,0,11
0,52,181,53.7,0.0,1,0,0,12
1,28,195,73.1,23.9,3,0,0,11
1,33,158,57.2,20.7,5,1,-5,12
0,43,171,70.3,0.0,1,2,5,5
1,44,177,83.9,0.0,2,2,3,8
1,51,174,88.3,25.9,4,2,2,11
0,58,189,56.7,28.2,2,2,7,15
0,59,161,83.9,14.8,5,2,8,7
1,38,151,109.2,18.9,2,2,5,16
0,22,150,108.7,10.8,2,1,-8,6
0,52,190,102.4,0.0,1,0,0,7
1,19,184,90.6,0.0,3,2,3,6
0,31,182,58.6,20.8,5,0,0,4
0,34,176,100.3,0.0,2,0,0,13
1,39,185,53.1,15.2,3,1,-5,10
0,49,180,75.3,19.7,2,2,2,9
0,21,186,109.7,0.0,3,2,4,10
1,21,164,94.1,14.9,1,2,7,11
1,38,168,85.4,24.2,4,1,-7,16
1,48,150,86.1,14.0,2,0,0,9
1,58,188,109.9,18.2,5,2,7,6
0,23,153,53.3,0.0,5,2,8,10
0,31,189,88.8,21.5,4,0,0,7
0,39,197,51.8,30.0,5,1,-3,16
1,37,180,90.0,28.8,3,2,7,15
1,42,159,93.9,25.5,2,0,0,4
0,38,185,109.4,18.9,2,0,0,16
1,21,152,77.8,0.0,3,2,8,11
0,50,152,96.3,17.6,3,2,7,4
0,36,155,104.3,29.1,5,1,-7,11
0,24,153,56.1,15.5,5,0,0,6
0,48,181,76.9,10.5,4,1,-4,7
0,49,177,62.1,18.9,5,2,5,16
1,36,176,107.1,15.0,1,1,-7,16
1,20,189,87.0,21.1,5,0,0,12
0,20,159,86.8,24.5,5,0,0,5
0,24,165,59.2,16.8,3,0,0,5
1,18,185,72.3,13.2,3,1,-6,16
0,35,150,93.3,0.0,2,2,7,15
0,34,154,101.0,17.0,5,2,7,7
0,23,187,84.9,12.1,1,1,-7,7
1,26,174,79.2,29.5,5,2,7,16
0,35,200,75.0,18.8,3,1,-3,9
0,36,192,83.7,18.2,1,0,0,15
1,44,155,75.5,12.7,3,1,-7,8
0,28,159,100.4,28.6,3,0,0,12
1,36,182,80.7,27.2,5,2,8,5
1,21,172,83.6,0.0,2,2,3,8
1,32,154,83.3,21.6,4,1,-3,7
0,60,193,58.0,23.6,3,0,0,9
1,45,188,74.8,16.1,4,2,7,7
1,41,153,94.3,23.6,4,2,2,14
0,53,160,98.4,24.8,1,0,0,13
0,30,180,70.6,28.6,1,0,0,9
1,31,165,65.2,0.0,5,1,-4,13
0,31,164,103.2,0.0,3,2,3,16
1,44,200,88.1,19.1,1,2,4,4
0,53,183,71.7,24.8,3,2,8,13
0,47,184,109.4,0.0,3,2,2,4
1,43,175,53.0,18.0,3,2,6,6
0,27,171,98.2,13.4,3,2,3,11
1,22,185,55.6,18.7,5,2,5,13
1,43,177,90.5,17.5,3,0,0,16
0,34,150,93.5,0.0,1,1,-7,11
1,52,198,92.3,0.0,4,0,0,13
0,20,155,63.6,28.4,2,0,0,15
1,28,180,108.0,24.7,3,2,2,10
0,41,177,91.1,20.3,4,0,0,8
1,20,197,61.2,22.8,4,1,-6,14
1,38,170,54.2,26.4,2,2,8,5
0,26,184,97.0,16.6,4,0,0,6
0,43,194,107.7,23.1,5,2,2,10
1,44,150,53.5,13.1,1,0,0,6
1,35,159,80.1,12.6,2,1,-5,9
1,29,164,93.3,11.9,1,1,-6,15
1,18,170,104.0,29.3,1,0,0,15
0,26,191,59.6,0.0,3,1,-4,6
0,38,197,63.6,18.4,3,0,0,11
0,27,176,61.3,13.8,1,2,4,7
0,53,182,78.8,21.1,1,0,0,8
0,29,184,99.4,16.5,1,0,0,16
1,53,176,90.3,19.9,5,1,-5,10
0,45,199,93.2,20.6,2,0,0,5
1,53,187,79.1,17.8,3,2,2,10
1,20,165,70.9,28.5,5,0,0,9
0,52,191,89.8,18.6,3,2,3,13
1,57,178,73.7,24.6,4,1,-3,11
0,35,191,97.6,26.5,1,1,-2,5
0,35,178,85.0,14.6,5,1,-6,16
0,39,159,62.6,24.9,2,1,-8,5
1,20,185,56.5,17.4,5,2,3,4
0,59,156,57.9,0.0,4,0,0,15
0,43,150,85.9,17.4,5,0,0,8
1,22,188,61.0,16.0,2,0,0,9
0,22,157,59.6,0.0,2,0,0,10
1,52,158,61.4,0.0,1,1,-7,12
1,53,179,89.8,17.9,3,2,6,8
1,24,199,87.7,20.2,4,1,-2,16
1,21,162,106.1,0.0,4,1,-3,5
1,35,175,105.0,21.6,4,2,4,4
1,36,181,64.5,15.0,5,1,-7,11
1,47,171,71.0,0.0,3,1,-3,5
0,52,186,62.7,24.9,1,0,0,5
0,44,198,75.6,21.2,2,0,0,12
0,51,163,73.1,20.4,2,2,6,15
0,46,164,89.1,20.3,2,1,-3,12
1,27,151,104.3,17.0,3,0,0,9
0,41,151,82.2,26.5,4,0,0,7
1,30,158,105.9,0.0,2,2,8,15
1,38,150,54.9,21.3,5,0,0,8
0,30,152,70.9,18.2,1,2,7,16
0,58,164,85.5,0.0,4,2,5,4
0,53,193,102.6,17.8,5,2,3,11
1,22,200,85.9,0.0,3,1,-5,4
1,49,189,50.8,24.8,5,0,0,10
1,35,181,84.0,18.0,3,2,3,6
0,56,192,85.0,0.0,4,0,0,4
0,49,163,73.4,25.8,3,1,-2,11
0,35,189,96.2,19.3,3,2,6,15
1,41,150,65.0,14.1,1,2,3,16
1,37,172,53.3,21.2,3,0,0,6
1,45,156,86.0,13.9,3,2,7,10
0,56,178,80.3,13.8,3,0,0,6
1,30,156,88.6,17.5,2,0,0,16
1,33,164,89.0,17.5,2,2,8,11
1,26,179,100.8,25.7,2,1,-4,11
0,30,184,76.4,19.4,5,2,5,10
0,48,187,98.5,21.1,3,0,0,12
1,43,186,63.0,25.3,3,1,-5,7
1,57,175,51.2,12.6,2,1,-2,14
1,26,175,102.2,0.0,4,1,-3,12
0,26,178,60.5,10.1,5,1,-6,13
1,35,154,106.1,0.0,4,2,2,5
1,34,189,50.2,23.5,3,0,0,5
1,38,179,108.2,10.5,3,1,-4,4
0,44,190,77.2,23.7,4,0,0,13
1,19,189,76.4,15.5,4,1,-7,7
0,25,172,79.0,20.3,3,1,-8,13
0,36,171,61.3,10.6,2,0,0,7
1,22,177,108.8,0.0,3,0,0,10
0,28,166,98.6,15.5,5,0,0,4
1,42,170,54.6,10.0,5,0,0,11
0,40,196,57.4,0.0,1,2,6,6
0,22,152,65.6,23.9,3,2,7,10
0,50,186,56.1,0.0,2,1,-4,13
0,36,197,76.9,19.5,1,2,4,11
0,54,156,54.0,10.3,1,0,0,11
0,43,182,100.2,0.0,4,1,-7,15
0,45,182,78.4,29.4,2,2,8,16
0,57,162,89.3,0.0,2,1,-7,4
1,40,193,59.8,23.6,1,0,0,7
1,52,153,58.1,26.0,3,2,2,14
0,24,161,57.9,11.6,2,1,-5,15
0,51,154,69.5,12.7,4,1,-5,5
1,47,169,89.7,26.0,5,2,5,13
1,50,168,95.3,26.2,1,1,-8,7
1,57,152,89.7,22.9,4,2,5,13
0,52,162,72.7,0.0,5,2,7,12
0,35,167,101.0,17.3,2,1,-8,6
0,50,170,55.3,0.0,3,2,6,11
1,18,177,68.5,17.3,2,1,-2,12
1,22,179,70.8,15.4,4,0,0,11
0,21,178,77.5,21.1,4,0,0,14
1,54,167,58.2,23.5,5,1,-7,5
1,37,150,107.2,12.2,5,1,-3,6
1,39,180,56.8,29.0,5,2,6,13
0,18,184,88.7,29.6,4,0,0,8
1,43,193,103.4,0.0,1,0,0,14
0,19,172,59.4,16.7,4,1,-2,5
1,46,198,52.0,16.3,5,1,-4,15
0,43,184,65.7,0.0,4,1,-3,14
0,48,173,56.0,12.3,4,0,0,5
0,53,172,88.0,10.9,2,0,0,15
1,57,169,90.7,0.0,1,0,0,9
0,52,178,83.9,18.1,1,0,0,7
1,52,168,101.1,10.8,3,1,-5,7
0,25,192,98.5,28.7,1,1,-7,16
1,54,196,57.9,23.8,4,0,0,12
1,22,198,108.8,19.9,3,2,7,10
0,31,195,95.7,18.5,5,1,-5,14
0,39,171,62.3,21.6,3,0,0,6
0,51,167,73.3,0.0,2,1,-6,12
1,25,196,53.2,27.6,2,2,6,6
1,21,156,84.3,28.8,5,1,-4,6
0,24,182,78.3,0.0,4,0,0,8
0,35,150,58.7,10.4,2,1,-5,16
1,43,167,79.1,0.0,1,2,6,11
1,54,155,63.4,27.7,5,0,0,16
1,33,164,106.9,29.2,1,0,0,4
1,18,162,58.7,14.3,5,2,7,12
1,22,152,65.2,29.9,2,0,0,8
0,35,166,78.0,26.3,5,0,0,9
1,35,157,94.5,18.7,1,0,0,4
1,29,174,66.0,16.5,1,0,0,15
0,51,187,50.7,25.9,1,1,-4,9
0,28,173,90.2,29.7,3,1,-7,8
0,34,153,69.1,10.8,4,2,2,15
0,50,190,87.5,0.0,4,1,-6,15
1,40,162,94.4,16.0,2,1,-7,13
1,43,156,52.7,29.5,3,1,-4,4
0,45,171,99.4,13.7,1,1,-7,5
0,42,187,103.6,29.9,5,0,0,6
1,49,190,88.0,23.3,4,2,2,8
1,21,185,103.5,0.0,2,1,-5,16
0,32,169,98.9,15.8,4,2,4,13
0,38,172,56.4,24.0,2,1,-2,12
1,47,197,67.0,0.0,1,1,-6,10
1,31,166,94.2,0.0,2,0,0,4
1,52,175,71.8,25.3,3,0,0,15
0,53,176,67.6,0.0,1,0,0,14
0,20,180,98.9,11.6,2,1,-4,15
1,27,187,100.4,17.5,4,0,0,12
1,49,160,82.8,13.6,5,2,5,4
1,29,179,72.2,26.1,5,0,0,10
0,50,156,107.2,21.2,5,2,7,12
1,28,172,82.5,25.4,1,2,2,9
0,58,164,82.8,16.2,3,2,4,11
0,46,173,84.2,11.3,2,2,8,6
1,45,197,62.4,27.5,1,1,-7,9
1,35,164,96.0,0.0,1,0,0,9
1,55,158,91.4,14.6,4,0,0,7
1,48,199,59.9,29.0,4,1,-3,10
0,18,153,87.4,19.4,1,0,0,13
1,24,160,109.2,14.4,5,1,-3,15
1,32,197,66.6,0.0,4,0,0,7
0,51,155,63.9,15.2,3,1,-4,8
0,24,168,75.6,28.7,3,0,0,12
0,58,171,86.0,23.4,1,2,8,5
0,40,178,98.5,20.3,3,2,2,6
1,55,193,90.3,19.4,5,0,0,12
0,51,196,69.3,21.3,4,2,7,4
0,39,178,65.8,24.9,2,2,4,14
1,45,158,76.9,0.0,3,1,-6,16
1,54,171,96.4,27.2,5,1,-6,16
0,20,151,93.6,0.0,5,0,0,12
1,47,180,60.0,23.2,4,1,-5,8
0,37,156,61.7,18.1,5,0,0,9
1,25,174,83.7,16.8,3,2,4,12
1,40,194,74.8,20.2,5,0,0,8
0,45,169,79.1,19.4,2,0,0,16
0,27,173,51.3,15.5,1,2,8,13
0,42,200,103.2,21.1,3,1,-5,16
0,20,157,83.5,13.6,5,2,7,12
0,21,178,65.4,22.0,1,1,-3,4
1,19,195,80.7,24.5,4,2,2,5
0,36,151,105.4,27.9,4,1,-3,5
1,45,183,93.3,18.9,4,0,0,10
0,38,154,90.5,27.6,3,2,4,5
1,44,171,57.6,23.4,4,2,5,4
1,57,177,50.6,0.0,2,1,-3,15
1,18,199,91.5,25.7,4,2,5,14
1,24,173,96.1,25.8,5,0,0,6
1,44,198,78.2,13.3,5,1,-4,10
0,30,164,56.8,14.4,5,0,0,4
0,35,163,55.3,11.3,5,0,0,7
0,39,189,85.5,0.0,5,0,0,10
0,37,170,61.9,19.0,3,0,0,12
0,19,167,74.9,20.2,3,0,0,10
1,19,164,83.3,19.8,4,1,-4,8
1,49,171,92.8,17.4,2,0,0,14
1,29,170,73.9,14.3,3,0,0,4
1,43,198,82.5,0.0,2,1,-2,4
1,41,177,105.1,25.5,1,1,-4,5
1,22,168,71.8,11.8,3,2,5,5
1,42,160,87.6,0.0,2,2,4,4
1,52,188,75.3,0.0,5,1,-2,12
1,52,194,73.7,26.9,3,0,0,14
0,36,167,81.3,23.1,2,0,0,4
0,38,155,106.2,20.4,2,1,-5,16
0,29,197,56.9,11.2,1,1,-4,10
1,40,171,96.9,27.2,2,0,0,4
1,33,152,90.8,12.0,5,1,-5,14
0,42,158,72.1,12.3,2,0,0,4
1,20,176,95.6,27.3,5,0,0,11
1,55,169,91.7,21.4,4,1,-3,5
0,18,192,84.2,11.0,2,0,0,6
0,50,188,60.1,21.2,4,1,-3,4
0,47,164,87.4,26.1,1,1,-6,13
0,23,166,58.8,27.3,4,1,-7,7
0,47,195,97.4,25.2,2,1,-3,10
0,24,159,74.5,16.1,2,0,0,14
0,20,153,64.0,0.0,5,1,-8,13
1,23,199,105.2,13.4,2,1,-2,10
1,48,155,73.6,20.1,5,0,0,15
0,36,186,103.6,16.8,3,0,0,12
1,22,169,61.3,18.5,5,0,0,11
0,20,192,57.6,12.1,3,0,0,6
0,40,158,74.9,17.1,2,2,4,8
1,41,170,84.4,11.0,4,1,-8,11
1,25,199,64.9,13.2,1,2,2,10
0,20,196,86.9,18.1,2,2,7,8
1,49,159,80.3,13.1,2,2,4,7
1,56,162,50.7,25.8,5,1,-7,14
0,32,180,68.3,18.1,1,1,-5,8
1,19,176,84.4,14.7,4,0,0,5
1,34,197,85.6,26.3,2,1,-2,7
1,32,159,57.3,17.3,5,0,0,13
0,22,185,98.0,0.0,4,0,0,8
1,35,188,100.5,22.7,4,1,-2,9
0,33,176,82.2,23.2,3,0,0,15
1,54,195,60.0,15.4,3,0,0,8
1,34,191,52.8,24.8,2,1,-7,11
0,19,189,69.8,13.5,5,0,0,10
