food_id;food_name_hu;food_name_en;kcal_per_100;prot;carbs;fat
8cae3543-4faf-4793-a1f4-cd4d4973ad52;kókuszolaj;coconut oil;923.1;0.0;0.0;103.5
186be002-213b-46fb-adba-e9530db84c19;natúr görög joghurt;plain greek yogurt;96.7;10.0;4.0;5.0
3ad2f497-8387-46f0-b3b0-c4e5dba008e2;zsírszegény túró;low-fat cottage cheese;98.1;13.0;3.0;4.0
ca30e356-dd0c-4885-910f-eeff5f7d9e3c;uborka;cucumber;16.0;0.7;3.0;0.1
3ead93b9-865b-4688-b91e-2a6d97d1c9bf;tej 1.5%;milk 1.5%;44.9;3.2;4.8;1.4
d5071916-c44b-4d98-8a5d-fbeaeab38c16;trappista sajt;semi-hard cheese;356.1;27.2;2.1;29.3
883c23f8-d061-4950-b6ac-0a8b8e172d67;corn flakes;corn flakes;351.7;6.9;82.7;0.4
182a15e0-bb02-42c5-9f57-6a26b8973b6f;sárgarépa;carrot;40.5;1.0;9.9;0.2
e9ea2e2f-81af-46fa-a64f-b52f72f1bd43;tej 1.5%;milk 1.5%;46.4;3.4;4.9;1.5
1fac7823-78db-4839-b583-2dea183b2cae;tészta (nyers);pasta (raw);357.7;12.5;72.3;1.4
dba5e60e-87c8-4bdc-8638-9a791abca43d;quinoa;quinoa;357.4;13.6;62.2;5.8
f3b864ca-7e6b-4068-ae10-9ac1628f04f5;paprika;bell pepper;25.2;1.0;5.8;0.3
907a39f7-7235-4da6-94c9-6e1784757105;fehér kenyér;white bread;269.8;8.1;49.7;3.0
b3cc7073-b8c6-4172-9b40-e4ee2fce8a4c;sertéskaraj;pork loin;184.8;26.3;0.0;6.8
ad5549ff-2737-412f-b339-b43c3a6294b9;natúr görög joghurt;plain greek yogurt;99.0;10.2;4.1;5.1
07855ae3-186f-402e-92ad-6a4d44f88cc1;olívaolaj;olive oil;903.1;0.0;0.0;102.2
99ff6111-7d25-45ea-9432-9ba9e5e5c0b4;zsírszegény joghurt;low-fat yogurt;61.3;4.9;5.8;1.5
9858a861-ceae-4f60-8923-80d2c9954e6a;tojásfehérje;egg white;51.9;11.0;0.0;0.0
6364374a-fe8c-40d3-a0d5-d8c78b3d1138;alma;apple;54.2;0.3;14.6;0.2
ad46b7fd-5964-42d7-bd52-d35b5d1d3f1d;paradicsom;tomato;18.5;1.0;4.1;0.2
9c64c661-ae83-4797-b2af-5374b86a0395;zöldség mix (fagyasztott);vegetable mix (frozen);49.4;3.0;9.9;0.5
b9af949c-a64f-4a9a-a3b8-65f1a867d97a;light sajt;light cheese;205.7;24.5;2.9;9.8
2f0ab24a-4594-4491-8d36-514553402f53;burgonya;potato;77.9;2.0;17.2;0.1
1ba30571-6cbc-4baa-ab4c-da4c06e42b3d;fehér rizs (nyers);white rice (raw);346.0;6.7;75.0;0.6
36989837-97a9-441a-98ff-5e53576f1a54;dió;walnuts;665.2;15.3;14.2;66.1
0eb3840b-2db0-4647-9546-64974f0ee8aa;zöldség mix (fagyasztott);vegetable mix (frozen);51.6;3.1;10.3;0.5
c7c8395f-6c2d-4ff4-94c7-c1cbcd76963d;mogyoróvaj;peanut butter;615.4;26.2;20.9;52.3
39797f66-228a-47f6-ab61-46655ce4550d;dió;walnuts;681.9;15.6;14.6;67.8
52187baf-0628-4fec-bf9d-22cc882b9ffd;paprika;bell pepper;26.0;1.0;6.0;0.3
d6ba5baf-3c15-4ee4-9b94-f88aa8dad176;protein por (tejsavó);whey protein powder;408.8;81.8;8.2;6.1
365ad399-0134-432c-8fb2-0498460ab5ff;fekete bab (főtt);black beans (cooked);138.6;9.4;24.1;0.5
9605a993-7ec2-44b2-bede-ab8091ffbe13;corn flakes;corn flakes;366.2;7.2;86.2;0.4
c579ecad-9699-4d3d-bfea-d70b2edab01d;tészta (nyers);pasta (raw);378.7;13.3;76.5;1.5
afc9d773-4520-4478-aeda-fb832592f1a7;quinoa;quinoa;381.2;14.5;66.3;6.2
b2faef73-74ed-4ad7-9fe1-b9494f5ba2f3;trappista sajt;semi-hard cheese;326.8;25.0;1.9;26.9
be4407b1-663a-4978-8aab-f5a2cc137303;teljes kiőrlésű kenyér;wholegrain bread;248.9;10.1;41.3;4.0
220d1318-33fb-42aa-9fc0-0dd0b6620f20;tojásfehérje;egg white;54.6;11.5;0.0;0.0
a7dd769c-9b8f-49c4-a422-3cb6c84fd3a9;csirkemell (főtt);chicken breast (boiled);161.2;30.2;0.0;3.1
1c8c17ca-d20a-4881-b22b-a694bcfa04e5;sárgarépa;carrot;42.1;1.0;10.3;0.2
1e72507c-7a52-4814-97f1-0f55e10e88db;müzli;muesli;383.3;9.9;59.1;6.9
5a314910-c819-499f-9be3-ad49c1786a91;lencse (főtt);lentils (cooked);120.4;9.3;20.8;0.4
3fbf32d0-c256-455b-8e6c-20bdc1c214d3;teljes kiőrlésű kenyér;wholegrain bread;253.4;10.3;42.1;4.1
b61b15d1-26a9-407a-82d4-edf1fcb6f5db;kókuszolaj;coconut oil;920.4;0.0;0.0;103.2
eeda74c1-9e09-4eac-ab86-06c24f98dcf6;sertéskaraj;pork loin;188.2;26.8;0.0;6.9
6216407e-ba78-4337-8f56-16d095066232;fehér kenyér;white bread;257.8;7.8;47.5;2.9
6f14d1fb-ae87-4238-aa6d-17cf2494766e;banán;banana;93.2;1.2;24.1;0.3
75b01fd1-79d3-4266-b497-2059707de5f7;fehér kenyér;white bread;258.6;7.8;47.6;2.9
c8e0d8c5-e83b-4384-804c-ee19015c1f36;alma;apple;52.9;0.3;14.2;0.2
d488d27b-8c5c-4234-971d-b8e97c4aa161;barna rizs (nyers);brown rice (raw);358.2;7.7;73.6;2.1
724c3bcc-e25b-46ca-b70c-cdebcde25105;barna rizs (nyers);brown rice (raw);382.6;8.3;78.6;2.3
70548cc4-9c3d-448a-b54f-ace00b4c99c0;zsírszegény joghurt;low-fat yogurt;65.0;5.2;6.2;1.5
f066d85d-82ba-4452-80d9-6e86440a364f;tészta (nyers);pasta (raw);366.5;12.8;74.1;1.5
db776ef0-54ec-4194-b3fa-aa6f094f7ebc;pulykamell sonka;turkey ham;112.3;18.4;1.0;3.1
fa6eb129-bfa5-4c5c-be21-66922ae573c6;paprika;bell pepper;27.1;1.0;6.2;0.3
7105d844-5fee-4c8a-879a-678a24d44f3a;banán;banana;92.7;1.1;24.0;0.3
dc11b654-f3bf-4a60-8111-a5817d3684a7;sertéskaraj;pork loin;191.6;27.2;0.0;7.1
939705e7-aa05-4f64-8298-bf8781857518;pulykamell sonka;turkey ham;106.9;17.5;1.0;2.9
baebf8e4-a1ef-4db7-9857-a159bd84f44f;zsírszegény joghurt;low-fat yogurt;60.8;4.8;5.8;1.4
33697dad-dd9f-4ca7-9c22-0371389ae0b5;alma;apple;52.6;0.3;14.2;0.2
1ed3b926-b20a-4ff0-881c-62d54cd1c11e;tojásfehérje;egg white;54.5;11.5;0.0;0.0
58b18433-7cbd-4407-9b6c-c204eadaea27;zsírszegény túró;low-fat cottage cheese;96.4;12.8;3.0;3.9
e2ed50f9-4efe-404a-8ca5-1cad9ca706ee;csicseriborsó (főtt);chickpeas (cooked);170.4;9.4;28.1;2.7
0bfa5334-67f1-4d60-9f41-1e813179e95a;dió;walnuts;654.1;15.0;14.0;65.0
3ebbaf0e-0844-4bc8-87ae-d56f3016afb7;alma;apple;53.5;0.3;14.4;0.2
e24ce894-e2c0-4b7b-ba6e-62cbd16230d3;bulgur;bulgur;341.6;12.0;72.9;1.3
1091d6f4-b224-4cdb-9243-d6b9b89ac1b8;uborka;cucumber;16.8;0.7;3.1;0.1
56097f2b-8696-40d8-9eb3-5228b61c9dae;zsírszegény túró;low-fat cottage cheese;100.6;13.3;3.1;4.1
5b121bfd-be2c-4d5f-868e-9c7976342f85;dió;walnuts;655.0;15.0;14.0;65.1
a3f3839f-0c70-4f17-b399-00576b5664c3;tészta (nyers);pasta (raw);370.2;13.0;74.8;1.5
6633e2c4-6095-4ac6-a471-151a82c481ff;brokkoli;broccoli;32.7;2.9;6.7;0.4
4985ba0c-9228-43bd-82eb-82f60209992c;olívaolaj;olive oil;900.6;0.0;0.0;101.9
f4b5a14f-6c19-42ee-b831-d6e699e909c6;quinoa;quinoa;355.3;13.5;61.8;5.8
785a6911-4373-47b6-bb97-06030177cba2;paradicsom;tomato;17.9;1.0;4.0;0.2
b8297b5b-95ad-41b7-9477-d6814526d85c;narancs;orange;44.9;0.9;11.5;0.2
5edbe6d6-6ddb-43e8-bbe1-740f215b0c31;teljes kiőrlésű kenyér;wholegrain bread;248.2;10.0;41.2;4.0
a20666c9-153a-4d93-b3c2-5a0d46d0184a;tojás (egész);egg (whole);147.8;13.4;1.0;11.4
a920313c-8572-4699-997b-20a361b3eff6;paradicsom;tomato;18.8;1.0;4.2;0.2
7b9ab34c-2ca5-4e75-b7a1-1fa57921d2ac;narancs;orange;46.6;0.9;11.9;0.2
496d116c-52de-4342-8e1a-2378842d87e9;trappista sajt;semi-hard cheese;351.4;26.9;2.1;28.9
9e0fb0ca-e306-43fc-8823-05c6256507cd;natúr görög joghurt;plain greek yogurt;93.0;9.6;3.8;4.8
75baa589-acdc-4d18-9d86-ac069c9e049c;marhahús (sovány);lean beef;219.9;27.2;0.0;10.5
1bebf55e-d57f-41d6-ae99-1f534b8faf98;müzli;muesli;400.7;10.3;61.8;7.2
08d0df5b-abd2-4e70-beb0-280e5f06270d;olívaolaj;olive oil;910.9;0.0;0.0;103.0
58137ff0-6a27-4553-a282-32a2d838cb02;karfiol;cauliflower;25.8;2.1;5.2;0.3
759c21b2-be6b-4b26-84fc-48786a0ca0d9;zabpehely;oat flakes;407.5;13.6;62.9;7.3
793d9aff-3bcc-4a33-a2d6-2102d103bf8f;tej 1.5%;milk 1.5%;44.9;3.2;4.8;1.4
927a108b-11ee-439f-805c-c976e30d5345;corn flakes;corn flakes;356.4;7.0;83.9;0.4
709ea2b3-b4db-4533-b211-dcb8890686ee;natúr görög joghurt;plain greek yogurt;92.6;9.5;3.8;4.8
ac95842b-4297-453d-8dd2-1b622f8bb15a;fekete bab (főtt);black beans (cooked);130.4;8.9;22.7;0.5
d063848d-3af8-4fef-a780-6852c25095b4;barna rizs (nyers);brown rice (raw);365.0;7.9;75.0;2.2
4c631e2f-f2e4-4692-a903-6d0a08322c2f;paradicsom;tomato;18.3;1.0;4.1;0.2
3e1c6b03-80fc-4f35-8692-c15ac9825480;zöldség mix (fagyasztott);vegetable mix (frozen);48.1;2.9;9.6;0.5
e8d4000c-04b5-4769-a8c0-bc43170581f1;zsírszegény túró;low-fat cottage cheese;95.1;12.6;2.9;3.9
082fb0d9-3985-432e-9a21-098356cc1f0a;édesburgonya;sweet potato;89.1;1.7;20.7;0.1
78920264-f732-4b38-8409-ce2c4f74fcaa;kókuszolaj;coconut oil;887.3;0.0;0.0;99.5
f0904da7-88f9-47b1-a6b4-67fd2005dec9;sárgarépa;carrot;40.6;1.0;9.9;0.2
0e04f2ab-c757-45f4-a986-262e1fd178ac;szőlő;grapes;71.1;0.6;18.6;0.4
91af09ef-65bb-40e3-b8df-19f15db82feb;brokkoli;broccoli;35.2;3.1;7.2;0.4
573a9a2f-3139-4450-86ae-a1f9cfb546dc;light sajt;light cheese;201.7;24.0;2.9;9.6
cd90f176-9215-44ea-ad80-472d3f6db6a9;karfiol;cauliflower;24.3;1.9;4.9;0.3
b26de60f-6c8a-4a26-96c2-4c06b448395f;fehér rizs (nyers);white rice (raw);343.6;6.7;74.4;0.6
5ec7cfe0-047b-4650-8e62-c51a790f683a;paprika;bell pepper;26.9;1.0;6.2;0.3
1a0c4345-f291-4e70-8fa9-1fceccd22cb9;zsírszegény joghurt;low-fat yogurt;65.5;5.2;6.2;1.6
5a53f149-9d85-431b-97b8-406816e360d8;tészta (nyers);pasta (raw);372.4;13.1;75.3;1.5
7b6a3442-dbef-48fc-913d-4fa07fcf982b;sertéskaraj;pork loin;197.0;28.0;0.0;7.3
95b4bd85-2671-419b-9304-4017dde03c56;alma;apple;50.9;0.3;13.7;0.2
9bd9d1b0-c3af-493d-ab92-da8a6ff2a84b;protein por (tejsavó);whey protein powder;415.9;83.2;8.3;6.2
7b8d293f-203f-4aca-801a-548e469b830c;zsírszegény túró;low-fat cottage cheese;101.8;13.5;3.1;4.2
1fef8397-cd03-4972-97f0-01fa97b3191a;brokkoli;broccoli;35.2;3.1;7.2;0.4
67afce3e-6fc6-4e46-87a0-34b0e8debfae;sertéskaraj;pork loin;194.6;27.7;0.0;7.2
26e8636d-906d-424d-8a48-c7d02774a6f2;sárgarépa;carrot;40.3;1.0;9.8;0.2
064dcfac-d8eb-4aaa-ad77-d4c3d567e974;csirkemell (sült);chicken breast (grilled);166.3;31.2;0.0;3.6
fa49531e-d163-4599-aebf-7300e19ba824;quinoa;quinoa;353.3;13.4;61.4;5.8
7dba6660-f685-44fa-a7e6-b3ce80c3fdeb;sertéskaraj;pork loin;194.1;27.6;0.0;7.2
19f4440d-12ca-45fe-b901-bb668ac055fa;tojásfehérje;egg white;52.5;11.1;0.0;0.0
f9cd8afb-274e-4fd1-9824-b076433ea2b7;mandula;almonds;574.7;20.8;21.8;49.6
7e1e9d8a-9dc9-480a-8ba1-cf245b5898a0;kókuszolaj;coconut oil;919.8;0.0;0.0;103.1
47eca772-d2c3-4fb7-aa28-99e497f64f8d;csirkemell (sült);chicken breast (grilled);165.9;31.2;0.0;3.6
ce6b31ab-30bd-48a7-8ce8-2333826e42ab;zsírszegény joghurt;low-fat yogurt;65.7;5.2;6.3;1.6
722c7233-24a6-49c1-8021-9f5488433b50;fekete bab (főtt);black beans (cooked);128.1;8.7;22.3;0.5
8248d898-f747-4d18-8700-6f45870ae29c;fehér rizs (nyers);white rice (raw);360.5;7.0;78.1;0.6
c7ecd11f-4288-4cb9-9d31-877edfce56da;édesburgonya;sweet potato;82.0;1.5;19.1;0.1
7da18791-50ba-4b02-9dc2-fa34f1511e5c;teljes kiőrlésű kenyér;wholegrain bread;243.4;9.9;40.4;3.9
00fe8523-ab7b-41a5-9f22-9360f291ae75;mogyoróvaj;peanut butter;596.8;25.4;20.3;50.7
3193faa9-3a15-4d1e-b240-6d91402cc418;sárgarépa;carrot;41.0;1.0;10.0;0.2
a70f9921-856e-4019-ac5f-c2883d97b9be;müzli;muesli;394.1;10.1;60.8;7.1
94b7d653-8891-4f69-b18a-147c60a151e6;csirkemell (sült);chicken breast (grilled);169.3;31.8;0.0;3.7
1d1057c7-c5ee-4351-b675-cd93d626c704;alma;apple;49.6;0.3;13.4;0.2
0d6f01bc-2422-483e-abe0-c4403bccb995;lazac;salmon;202.8;19.5;0.0;12.7
133e1d35-a112-452d-a11e-09a4451b1d4c;barna rizs (nyers);brown rice (raw);366.5;7.9;75.3;2.2
58b58509-2d1a-44d8-a21c-c0c0372e0e32;protein por (tejsavó);whey protein powder;411.8;82.4;8.2;6.2
4e87703d-3d9c-4e42-a219-b9dc56ddad20;mandula;almonds;596.2;21.6;22.7;51.5
a85f37f4-dec4-4737-b2ff-aee6b7f507cf;fehér kenyér;white bread;257.0;7.7;47.3;2.9
1b8c1a7a-07b4-4b3a-9856-e58a76b77115;sertéskaraj;pork loin;186.2;26.5;0.0;6.9
aa5578b8-f5f8-4f5b-94b2-20ba26248a9a;tészta (nyers);pasta (raw);375.1;13.1;75.8;1.5
34f17e25-e5b2-4c77-a623-9e8948eba78c;quinoa;quinoa;353.5;13.4;61.5;5.8
75ae0e47-de2e-4a64-aa10-23fdfc102fc1;tészta (nyers);pasta (raw);370.3;13.0;74.9;1.5
d9d3150d-6994-4927-8ba1-0910eb070133;mogyoróvaj;peanut butter;573.7;24.4;19.5;48.8
dd91ed89-ec66-4301-81af-edc49ee5d01f;fehér kenyér;white bread;254.6;7.7;46.9;2.9
cc17c3b2-8c90-4c5e-9f6a-659ceb636a15;tonhal konzerv (vízben);canned tuna (in water);112.6;24.3;0.0;1.0
36570d77-87c1-48ba-a252-698fad935d6c;tej 1.5%;milk 1.5%;45.5;3.3;4.8;1.5
3a11cfb7-784a-4538-970f-096680805540;natúr görög joghurt;plain greek yogurt;92.7;9.6;3.8;4.8
45e06a65-8d7a-4507-a669-2f23e7a386f5;tojásfehérje;egg white;54.1;11.5;0.0;0.0
db176959-7794-4a11-80aa-f2c46009ad94;light sajt;light cheese;212.0;25.2;3.0;10.1
743af73e-ab9c-4113-925f-94e4021bebe7;zabpehely;oat flakes;371.0;12.4;57.2;6.7
b1837db9-8522-4fff-a398-28c13a59ba8d;uborka;cucumber;15.3;0.7;2.9;0.1
50344590-5884-4dad-9eaf-a0449f309cbf;zsírszegény joghurt;low-fat yogurt;62.2;4.9;5.9;1.5
24b5733e-def9-4f45-b044-2566f8bf91fa;natúr görög joghurt;plain greek yogurt;97.5;10.1;4.0;5.0
9804a9ae-15af-4a8c-8e76-c363fac4e302;tészta (nyers);pasta (raw);366.7;12.9;74.1;1.5
fae2fb29-89f6-4415-a1cd-47f82bfb416f;barna rizs (nyers);brown rice (raw);358.3;7.7;73.6;2.1
3649e445-b0ce-4901-9a7f-a69ce5f6b1ac;burgonya;potato;76.7;2.0;16.9;0.1
07244c94-e428-43e3-b62b-952b05ac4d0b;burgonya;potato;73.4;1.9;16.2;0.1
08442977-a0c6-4e49-b960-4cfa16e55fe9;brokkoli;broccoli;35.7;3.1;7.3;0.4
bdf5eaa1-6b3c-44f7-b58d-e2b3be252bc3;burgonya;potato;79.8;2.1;17.6;0.1
242eb6ca-22f3-449f-905d-e53cc380a179;fehér kenyér;white bread;271.2;8.2;50.0;3.1
9a2fedd2-45d7-42f4-b3c5-bd48795cb57b;uborka;cucumber;15.9;0.7;3.0;0.1
04f2351d-5ea3-498a-a6d2-053ead770b22;zabpehely;oat flakes;376.3;12.6;58.0;6.8
1d4f3b7d-27a5-41cb-b701-41a0044aa417;marhahús (sovány);lean beef;212.7;26.3;0.0;10.1
2c17c3c3-33c5-4469-81f7-b85ae589edf7;olívaolaj;olive oil;924.7;0.0;0.0;104.6
4d0732d2-1606-495a-b041-6d659beff675;natúr görög joghurt;plain greek yogurt;97.0;10.0;4.0;5.0
c2c69309-4f25-4189-95bf-906301ccdeaa;tonhal konzerv (vízben);canned tuna (in water);112.2;24.2;0.0;1.0
cf2ee1c7-4e81-468d-86df-8c8b00d80dcf;karfiol;cauliflower;25.7;2.1;5.1;0.3
4ee18f61-91b7-423a-9287-983c1e22fbc7;tojásfehérje;egg white;51.2;10.8;0.0;0.0
48ed3865-459c-4107-95b1-bbb1369cb116;barna rizs (nyers);brown rice (raw);372.1;8.0;76.4;2.2
aa43085d-d189-4c14-8e81-8634b5c29317;fehér rizs (nyers);white rice (raw);360.3;7.0;78.1;0.6
23559c3d-40df-4820-8771-c429306c5566;csirkemell (főtt);chicken breast (boiled);160.9;30.1;0.0;3.1
66ea2010-61d6-43bd-bfcc-0dcd0c5cc3c3;tojásfehérje;egg white;50.8;10.8;0.0;0.0
94dd7131-c2d9-479b-907a-822a6d3f2b9b;brokkoli;broccoli;33.6;3.0;6.9;0.4
d26a3e57-0084-4520-85a2-c9b930fdc665;tojás (egész);egg (whole);144.9;13.2;1.0;11.1
42f2145c-8114-4501-9882-5e0a2d9636b1;tej 1.5%;milk 1.5%;48.5;3.5;5.2;1.5
9e48c8b9-1cb3-4132-990a-fcf3ac2e1094;zabpehely;oat flakes;391.3;13.1;60.4;7.0
4b26ed0b-6d0a-4afa-954a-81299ace00d6;natúr görög joghurt;plain greek yogurt;100.2;10.3;4.1;5.2
af5671cf-2456-47ac-8548-79b5eb1378b8;fehér rizs (nyers);white rice (raw);376.4;7.3;81.5;0.6
b2a6942b-0b04-4f6f-9d0a-dcffd6909ea7;brokkoli;broccoli;32.4;2.9;6.7;0.4
608d0bdc-2ee2-48e0-818b-30c691aa73c5;pulykamell sonka;turkey ham;107.6;17.6;1.0;2.9
2d280873-7c04-42fe-b1b0-ca51bddf31af;burgonya;potato;78.7;2.0;17.4;0.1
6211a00a-73a4-4095-921f-871a08f667c2;fehér kenyér;white bread;257.7;7.7;47.5;2.9
3e6b0b12-3851-4e54-88d1-4155a8205a53;sárgarépa;carrot;42.6;1.0;10.4;0.2
baf05bf4-b0fb-42e5-96bd-db96c941fabf;light sajt;light cheese;199.7;23.8;2.9;9.5
09d7d312-e376-4820-ad05-cfce632826a5;uborka;cucumber;16.6;0.7;3.1;0.1
8fae01d6-5236-42e0-b1e3-01c6f83bbb55;zsírszegény túró;low-fat cottage cheese;94.2;12.5;2.9;3.8
e4d13825-cba6-48de-8742-9b2cef9ac46e;zsírszegény túró;low-fat cottage cheese;96.1;12.8;2.9;3.9
1f0a0bb6-988a-43a0-8977-f7d698dd434a;csirkemell (sült);chicken breast (grilled);169.5;31.8;0.0;3.7
87592ca3-b58c-4932-ad78-9e33e55d241a;zsírszegény túró;low-fat cottage cheese;97.9;13.0;3.0;4.0
364b63c7-851a-4354-b22c-6f606b4c383a;zsírszegény joghurt;low-fat yogurt;62.6;5.0;6.0;1.5
498d083a-2430-4460-95f5-8baffb1af6db;zabpehely;oat flakes;391.6;13.1;60.4;7.0
1477aed3-31da-4b20-91ff-63b3d1618113;banán;banana;86.3;1.1;22.3;0.3
5fe09299-f68a-4174-89dd-d40f4ccfcd7b;trappista sajt;semi-hard cheese;350.0;26.8;2.1;28.8
835e3f1f-71ac-4e65-b137-a2b55bac5775;zöldség mix (fagyasztott);vegetable mix (frozen);50.9;3.1;10.2;0.5
0d31a9ab-62ab-48e7-9f55-ee004f76f3c0;alma;apple;53.7;0.3;14.5;0.2
c5f79dc9-17be-4bce-b5c3-86eb8c630c2f;fehér rizs (nyers);white rice (raw);365.0;7.1;79.1;0.6
591ffee9-f7d7-48b8-a2b9-5055e1b33378;corn flakes;corn flakes;351.9;6.9;82.8;0.4
f9bf1c28-b240-4e5a-b411-a772d9c6a39f;corn flakes;corn flakes;342.5;6.7;80.6;0.4
beaad1cc-0865-4db7-8d43-9c59178c060a;barna rizs (nyers);brown rice (raw);352.9;7.6;72.5;2.1
5bf4e42b-f49e-42b4-803c-08b701a6bef6;protein por (tejsavó);whey protein powder;411.5;82.3;8.2;6.2
d28f0a78-4da4-451f-8c5f-68e7d23bbc57;dió;walnuts;640.6;14.7;13.7;63.7
e825ae42-6e52-4dd5-b38e-26adb8d6e1de;quinoa;quinoa;383.3;14.6;66.7;6.2
801f4592-094b-47d1-b4a3-1b1868c14280;burgonya;potato;79.7;2.1;17.6;0.1
8ecaefb8-a1ff-4260-938c-b93356ff1568;narancs;orange;47.1;0.9;12.0;0.2
9e450610-7fe6-4a49-bee2-fe2620b11422;tojásfehérje;egg white;51.6;10.9;0.0;0.0
96b62659-8eae-4679-a45d-d63316c05073;light sajt;light cheese;215.9;25.7;3.1;10.3
47b6ce6e-48e1-4c5b-be96-a671b4247cd9;barna rizs (nyers);brown rice (raw);387.3;8.4;79.6;2.3
1778198a-0271-46ce-8c5d-afaaaba2866f;bulgur;bulgur;326.3;11.5;69.7;1.2
f42f8624-424d-48f0-91c3-d52a2d41e580;light sajt;light cheese;216.4;25.8;3.1;10.3
d3718cbb-e500-48dc-8e49-db40e38e4244;zsírszegény joghurt;low-fat yogurt;60.7;4.8;5.8;1.4
4b1ac8d2-2859-475a-9bd0-e0beb46a53de;uborka;cucumber;15.5;0.7;2.9;0.1
b4921e63-0603-48fc-adc9-d2f4f6085ea3;alma;apple;50.9;0.3;13.7;0.2
58a407ba-77e3-48fc-8a84-cb23d65755b2;csirkemell (sült);chicken breast (grilled);162.1;30.4;0.0;3.5
8098b106-ab05-49a8-964f-3d04090681b2;fehér rizs (nyers);white rice (raw);369.1;7.2;80.0;0.6
565a52de-2bf7-44f5-9a20-91e2d25357f8;marhahús (sovány);lean beef;201.0;24.9;0.0;9.6
4cf7a988-fecc-483f-8661-d599996cdfea;zabpehely;oat flakes;388.0;13.0;59.8;7.0
f3cc6525-ee58-45a0-a1b4-bae3f1c2e57f;tészta (nyers);pasta (raw);366.3;12.8;74.1;1.5
e19ee7ac-e887-4cbf-a74d-f66078cf1b57;marhahús (sovány);lean beef;219.9;27.2;0.0;10.5
5c63c845-f781-4896-b280-a811383dd47b;dió;walnuts;632.7;14.5;13.5;62.9
03296cd0-d0c0-4b55-b50b-7d85ae404f49;alma;apple;51.4;0.3;13.8;0.2
dbd23d58-18b4-46c8-a7b5-214fc48493e6;csirkemell (főtt);chicken breast (boiled);151.5;28.3;0.0;2.9
6ee9cf11-e7b7-4079-ae0d-a263beca9ad0;fehér bab (főtt);white beans (cooked);117.2;8.9;26.7;0.5
4337c468-562b-4084-8f43-95c8ac2ccdd5;tojásfehérje;egg white;50.8;10.7;0.0;0.0
bc900488-bb84-4612-90a6-a7c17ff9a875;banán;banana;92.4;1.1;23.9;0.3
4d001976-451a-4c0e-b3e3-20690e579459;brokkoli;broccoli;32.4;2.9;6.7;0.4
eb5a7704-4a26-40c8-8220-5cea3fd4a01f;csirkemell (sült);chicken breast (grilled);165.8;31.2;0.0;3.6
f5f1616f-7c35-4176-8994-5725dd309a9f;karfiol;cauliflower;25.9;2.1;5.2;0.3
11e5c7f6-baea-4839-bf38-a6735900db9a;light sajt;light cheese;219.0;26.1;3.1;10.4
254a760b-4ab4-42c2-9695-d60991feb801;zabpehely;oat flakes;377.0;12.6;58.1;6.8
406ecea5-0d9b-4ae7-b4d3-fff551c1230b;lazac;salmon;201.5;19.4;0.0;12.6
94186f8e-4f8b-4613-b6f8-7d07ffb0cab0;mandula;almonds;550.5;20.0;20.9;47.5
fa9fe997-d40e-474e-b669-f8334c6a8920;banán;banana;92.3;1.1;23.9;0.3
8630656e-34b0-4778-b31e-c9461c295ed9;müzli;muesli;370.6;9.5;57.2;6.7
d37b9a50-6e26-4796-ad65-2ac042241a77;pulykamell sonka;turkey ham;110.2;18.0;1.0;3.0
ee4ce84d-2849-489d-9f94-c6e4a359aaf9;zsírszegény joghurt;low-fat yogurt;62.8;5.0;6.0;1.5
c165ae6b-8272-4ca4-b238-f0ab10d41264;quinoa;quinoa;372.4;14.2;64.8;6.1
1f573dc0-d2fb-4968-9185-f3cebd074c65;olívaolaj;olive oil;883.3;0.0;0.0;99.9
a6fe093a-27e0-47b2-80c8-be3e898efa17;édesburgonya;sweet potato;83.2;1.5;19.3;0.1
1e96990d-9551-4c08-a68b-8f83264dea1d;zsírszegény túró;low-fat cottage cheese;96.0;12.7;2.9;3.9
906eac7e-09e4-4b75-9e78-71497df1aff0;tészta (nyers);pasta (raw);371.5;13.0;75.1;1.5
05173220-4b48-4a43-b309-2c7afea56edc;protein por (tejsavó);whey protein powder;419.8;84.0;8.4;6.3
ff87a3b3-11e4-48d9-8b24-8900e16fa48f;paradicsom;tomato;17.8;1.0;4.0;0.2
8413035b-e118-4365-8b48-773518e53afd;sertéskaraj;pork loin;188.2;26.7;0.0;6.9
10635c3c-a5df-4a69-bdc0-1b4976f80125;bulgur;bulgur;335.0;11.8;71.5;1.3
08e61444-8da1-4471-9107-3e8a9e1a33f2;szőlő;grapes;68.7;0.6;17.9;0.4
6864d054-e2ce-4489-aa12-69171750fcfb;zabpehely;oat flakes;380.6;12.7;58.7;6.8
a11ef2c5-5368-470a-b78e-58946bd0dd2a;szőlő;grapes;68.4;0.6;17.9;0.4
581a1a1e-919d-4a32-87c0-a798c54ac8aa;csirkemell (sült);chicken breast (grilled);162.7;30.6;0.0;3.6
ab9c4753-1bbd-4e1b-86b8-5294a198c354;fehér kenyér;white bread;271.1;8.2;49.9;3.1
c5d7fe7a-1381-4857-ab51-9d19d17ad52b;uborka;cucumber;15.6;0.7;2.9;0.1
8631a93c-6a8b-49bf-9966-fa93639b308e;csicseriborsó (főtt);chickpeas (cooked);163.5;9.0;26.9;2.6
